분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
1001A30,조양강,2025-02-17,3회차,"128°39'10.1""","37°26'20.8""",:,,,,,,,,,,128.6528056,37.43911111
1015A30,조종천4,2025-02-17,3회차,"127°24'29.51""","37°43'42.03""",:,,,,,,,,,,127.4081972,37.72834167
2020A47,주천강,2025-02-17,3회차,"128°45'1.48""","35°20'36.73""",10:20,,7.2,13.7,4.2,7.3,15.2,3.937,0.082,4.7,128.7504111,35.34353611
1002A20,주천강3,2025-02-17,3회차,"128°19'53.4""","37°13'46.9""",:,,,,,,,,,,128.3315,37.22969444
5004A35,죽산,2025-02-17,3회차,"126°37'58""","34°58'36""",10:50,,5.4,17,6.8,9.9,18.7,6.842,0.175,8.6,126.6327778,34.97666667
1018A30,중랑천3,2025-02-17,3회차,"127°3'4""","37°41'10.7""",:,,,,,,,,,,127.0511111,37.68630556
1005A30,중원,2025-02-17,3회차,"127°52'51.6""","37°4'33.6""",13:12,,4.6,14,0.2,2.8,1.6,2.595,0.029,,127.881,37.076
5003A60,지석천4,2025-02-17,3회차,"126°46'47.4""","35°3'6.7""",11:20,,5.6,15,2.1,4.9,4.9,3.32,0.095,4.1,126.7798333,35.05186111
1101A27,진위천1,2025-02-17,3회차,"127°13'17.04""","37°6'34.56""",:,,,,,,,,,,127.2214,37.1096
1101A29,진위천2,2025-02-17,3회차,"127°7'4.08""","37°6'8.64""",:,,,,,,,,,,127.1178,37.1024
1101A72,진위천5,2025-02-17,3회차,"126°59'33""","37°4'51.6""",:,,,,,,,,,,126.9925,37.081
1101A75,진위천6,2025-02-17,3회차,"127°0'59.4""","37°1'2.64""",:,,,,,,,,,,127.0165,37.0174
1007A15,청미천6,2025-02-17,3회차,"127°43'8.8""","37°12'7.9""",:,,,,,,,,,,127.7191111,37.20219444
1015A10,청평,2025-02-17,3회차,"127°25'11.6""","37°43'28.2""",:,,,,,,,,,,127.4198889,37.7245
1013A60,춘성교,2025-02-17,3회차,"127°33'7.56""","37°50'44.88""",:,,,,,,,,,,127.5521,37.8458
1010A35,춘천1,2025-02-17,3회차,"127°40'5.2""","37°58'5.5""",:,,,,,,,,,,127.6681111,37.96819444
1003A75,충주,2025-02-17,3회차,"127°58'47.3""","37°0'44.3""",:,,,,,,,,,,127.9798056,37.01230556
1003A74,충주댐,2025-02-17,3회차,"127°59'47.39""","37°0'2.52""",10:50,,4.6,12.6,0.1,2.5,0.7,2.46,0.013,1.5,127.9964972,37.0007
2011A25,칠곡,2025-02-17,3회차,"128°23'52.1""","36°1'6.8""",10:10,,,,,,,,,,128.3978056,36.01855556
1018A16,탄천5,2025-02-17,3회차,"127°7'21.36""","37°28'1.2""",:,,,,,,,,,,127.1226,37.467
1025A03,팔당,2025-02-17,3회차,"127°14'11.35""","37°32'42.31""",:,,,,,,,,,,127.2364861,37.54508611
1017A10,팔당댐,2025-02-17,3회차,"127°17'.02""","37°31'17.02""",9:55,,2.4,14.3,0.6,2.8,2.9,1.967,0.015,1.8,127.2833389,37.52139444
1002A55,평창강5,2025-02-17,3회차,"128°27'19.1""","37°10'17.4""",:,,,,,,,,,,128.4553056,37.1715
2011A53,하빈천,2025-02-17,3회차,"128°24'17.28""","35°51'38.16""",10:00,,5.3,13.2,4.4,9,6.4,2.12,0.099,5.9,128.4048,35.8606
2201A48,학성,2025-02-17,3회차,"129°20'24.9""","35°32'57.3""",12:25,,7.7,11.3,0.8,3.3,3.4,1.963,0.039,1.4,129.34025,35.54925
1022A10,한탄강1,2025-02-17,3회차,"127°16'18.84""","38°7'28.92""",:,,,,,,,,,,127.2719,38.1247
1022A80,한탄강5,2025-02-17,3회차,"127°0'45.34""","38°0'13.45""",:,,,,,,,,,,127.0125944,38.00373611
2020A32,함안,2025-02-17,3회차,"128°32'55.6""","35°22'50.2""",13:00,,,,,,,,,,128.5487778,35.38061111
1019A25,행주,2025-02-17,3회차,"126°48'39.91""","37°35'56.39""",:,,,,,,,,,,126.8110861,37.59899722
2014A30,현풍,2025-02-17,3회차,"128°26'1.32""","35°42'29.16""",9:40,,5.6,12.6,2.5,5.6,7.2,3.83,0.024,,128.4337,35.7081
1014A70,홍천강3,2025-02-17,3회차,"127°35'19.46""","37°43'32.84""",:,,,,,,,,,,127.5887389,37.72578889
2014A10,화원나루,2025-02-17,3회차,"128°28'29.64""","35°48'42.84""",14:00,,7,12.4,2.2,6,3.2,4.748,0.029,,128.4749,35.8119
1009A10,화천,2025-02-17,3회차,"127°45'26.55""","38°5'34.59""",:,,,,,,,,,,127.757375,38.09294167
2020A50,화포천,2025-02-17,3회차,"128°48'31.32""","35°20'32.28""",11:20,,5.2,12.3,2.7,5.4,26.8,3.635,0.094,,128.8087,35.3423
2016A30,황강6,2025-02-17,3회차,"128°20'30.9""","35°34'20.3""",15:00,,7.4,12.1,0.6,3.1,9.6,1.452,0.02,1.5,128.3419167,35.57230556
1101A57,황구지천1,2025-02-17,3회차,"126°56'47.76""","37°19'25.32""",:,,,,,,,,,,126.9466,37.3237
1101A58,황구지천2,2025-02-17,3회차,"126°56'39.12""","37°18'2.16""",:,,,,,,,,,,126.9442,37.3006
1101A62,황구지천4,2025-02-17,3회차,"127°1'24.6""","37°12'21.96""",:,,,,,,,,,,127.0235,37.2061
1101A65,황구지천5,2025-02-17,3회차,"127°0'26.28""","37°11'11.76""",:,,,,,,,,,,127.0073,37.1866
1101A70,황구지천6,2025-02-17,3회차,"126°59'58.02""","37°7'14.83""",:,,,,,,,,,,126.99945,37.12078611
5002A40,황룡강5,2025-02-17,3회차,"126°47'1.68""","35°7'21.36""",12:20,,5,14.5,3,6.2,10.4,2.376,0.092,5.2,126.7838,35.1226
1007A70,흑천3,2025-02-17,3회차,"127°31'40.08""","37°27'57.24""",:,,,,,,,,,,127.5278,37.4659
5005A30,고막원천4,2025-02-18,1회차,"126°35'37.28""","35°0'.78""",10:30,,4.1,13.7,2.6,8.4,11.9,4.177,0.21,6.3,126.5936889,35.00021667
5101A45,금강천1,2025-02-18,1회차,"126°50'36.14""","34°41'38.57""",10:45,,4.9,12.8,1.2,3.8,4.6,1.671,0.045,2.6,126.8433722,34.69404722
2403A20,대종천,2025-02-18,1회차,"129°27'56.52""","35°45'1.44""",12:50,,6.4,11.9,0.4,2.4,0.2,0.502,0.011,0.6,129.4657,35.7504
3011A65,무심천3,2025-02-18,1회차,"127°27'16.1""","36°40'30.8""",14:10,,5,15,3.3,5.8,6.8,2.369,0.071,4.3,127.4544722,36.67522222
3011A15,미호강2,2025-02-18,1회차,"127°27'41.89""","36°56'10.41""",10:20,,2.8,13.9,6.2,9.6,6.3,6.652,0.187,7.2,127.4616361,36.936225
3011A40,미호강5,2025-02-18,1회차,"127°30'34.8""","36°46'19.7""",10:10,,2.7,14.1,2,5.3,2.7,5.17,0.085,3.9,127.5096667,36.77213889
3011A84,미호강9,2025-02-18,1회차,"127°18'59.57""","36°34'55.88""",10:30,,5.4,12.3,1.9,6.7,3.7,6.077,0.088,5.1,127.3165472,36.58218889
2002A40,반변천3,2025-02-18,1회차,"128°48'39.2""","36°32'12.4""",13:30,,5.5,13.7,1.4,4.5,1.5,1.44,0.01,3.2,128.8108889,36.53677778
3010A30,백천,2025-02-18,1회차,"127°21'41.41""","36°31'33.81""",11:30,,6.7,16.3,1.1,3.2,2.9,2.758,0.023,2,127.3615028,36.52605833
3011A78,병천천1,2025-02-18,1회차,"127°19'33.72""","36°43'27.09""",12:00,,2.4,13.5,2.4,5.2,3.6,4.413,0.123,3.8,127.3260333,36.72419167
3011A43,보강천1,2025-02-18,1회차,"127°34'49.96""","36°47'12.95""",12:10,,3.9,13.2,1.6,4.1,4.3,3.271,0.076,2.6,127.5805444,36.78693056
5006A55,삼포천2,2025-02-18,1회차,"126°34'21""","34°52'56""",14:00,,3.9,13.1,5.8,15,134.2,6.227,0.368,11.2,126.5725,34.88222222
3011A68,석남천,2025-02-18,1회차,"127°23'17.65""","36°39'34.28""",13:15,,16.1,11.5,1.6,4.5,3.8,7.978,0.026,3.1,127.3882361,36.65952222
3011A48,성암천,2025-02-18,1회차,"127°27'39.63""","36°44'42.04""",12:25,,2.8,13.8,1.6,3.6,3.1,2.67,0.033,2.3,127.4610083,36.74501111
3010A15,세종1,2025-02-18,1회차,"127°23'23.41""","36°29'44.91""",12:30,,6,13.2,1.6,5.7,3.8,4.342,0.046,4.2,127.3898361,36.49580833
1022A45,신천1,2025-02-18,1회차,"127°3'25.93""","37°51'43.87""",14:04,,8.6,16.2,3.1,7.7,10,9.693,0.053,5,127.0572028,37.86218611
1022A50,신천3,2025-02-18,1회차,"127°2'57.13""","37°54'11.71""",14:19,,7.8,16.9,8.8,16.2,9.6,17.748,0.21,14.9,127.0492028,37.90325278
5004A40,영산포2,2025-02-18,1회차,"126°35'35.7""","34°59'27.8""",10:15,,5.5,17.4,7.3,11.9,19.5,6.572,0.143,8.8,126.59325,34.99105556
5007A20,영암천2,2025-02-18,1회차,"126°34'28""","34°49'10""",13:20,,4.6,13.4,4.8,9.3,30.9,3.695,0.132,7,126.5744444,34.81944444
1022A20,영평천1,2025-02-18,1회차,"127°24'38.16""","38°4'23.16""",10:23,,0.2,18.9,0.4,0.9,0.1,2.523,0.005,0.6,127.4106,38.0731
1022A25,영평천2,2025-02-18,1회차,"127°15'46.44""","38°1'28.92""",11:02,,1,18.3,0.9,2.8,1.2,8.082,0.026,1.6,127.2629,38.0247
2002A30,용전천3,2025-02-18,1회차,"129°0'17.2""","36°29'26.3""",14:40,,2.8,14,1.2,2.4,1.3,1.818,0.011,1.2,129.0047778,36.49063889
3011A87,조천2,2025-02-18,1회차,"127°17'58.66""","36°35'8.48""",14:20,,6,13.8,5.1,7.2,4.1,4.175,0.114,5.5,127.2996278,36.58568889
1018A28,중랑천2,2025-02-18,1회차,"127°3'11.52""","37°44'14.64""",13:34,,5.9,19.4,1.7,5,1,4.978,0.056,3,127.0532,37.7374
1022A65,차탄천,2025-02-18,1회차,"127°3'16.72""","38°1'22.29""",14:50,,1.2,18.3,1,2.8,4,3.392,0.014,1.7,127.0546444,38.02285833
1022A30,포천천,2025-02-18,1회차,"127°14'19.35""","38°0'14.85""",11:18,,4.3,18.4,1.9,4.8,4.9,8.377,0.058,3.6,127.2387083,38.004125
3011A17,한천,2025-02-18,1회차,"127°30'18.88""","36°54'42.61""",11:10,,2.7,15.6,4.3,7.3,5.5,6.265,0.164,5.3,127.5052444,36.91183611
5006A35,함평,2025-02-18,1회차,"126°32'19.6""","34°58'15.6""",10:50,,5.5,15.5,9,16.1,71.1,6.155,0.229,10.7,126.5387778,34.971
5006A30,함평천3,2025-02-18,1회차,"126°32'8""","34°59'46""",11:40,,5,12.3,2.2,7.4,11.3,6.541,0.145,5.8,126.5355556,34.99611111
1010A30,화천천,2025-02-18,1회차,"127°42'6.4""","38°6'44.7""",13:30,,,,,,,,,,127.7017778,38.11241667
2302A10,회동댐상류,2025-02-18,1회차,"129°6'30.6""","35°16'40.44""",10:43,,5.6,14.3,2,4.6,1.7,2.561,0.023,1.9,129.1085,35.2779
5101A40,탐진강4,2025-02-18,2회차,"126°53'17.4""","34°39'16.9""",11:35,,5.7,13.4,1.2,3.5,2,1.134,0.027,2.8,126.8881667,34.65469444
1019A05,가양,2025-02-18,3회차,"126°51'42.79""","37°34'12.96""",10:55,,3.3,11.7,1.9,4.6,3.4,5.35,0.039,2.8,126.8618861,37.57026667
2010A15,감천2,2025-02-18,3회차,"128°13'44.74""","36°11'19.05""",10:40,,3.4,12.7,1.4,3.9,1.6,4.817,0.024,2.7,128.2290944,36.188625
2010A30,감천4,2025-02-18,3회차,"128°20'9.6""","36°13'31.9""",13:00,,3,13.4,0.8,3.4,0.8,4.436,0.024,,128.336,36.22552778
1016A70,경안천9,2025-02-18,3회차,"127°18'29.7""","37°25'43.6""",10:21,,4.7,10.6,2,5.3,2.5,4.523,0.067,3,127.30825,37.42877778
2018A35,경호강1,2025-02-18,3회차,"127°49'47.3""","35°29'23.4""",10:30,,2.7,13.9,1.5,3.5,0.4,2.143,0.015,1.9,127.8298056,35.48983333
2014A20,고령,2025-02-18,3회차,"128°23'14.42""","35°45'10.99""",15:35,,5.6,14.2,1.7,6.6,2.2,3.325,0.024,3.6,128.3873389,35.75305278
3012A30,곰나루,2025-02-18,3회차,"127°6'39.64""","36°28'27.75""",12:13,,6.4,13.1,1.3,6.7,5.6,4.378,0.053,3.9,127.1110111,36.474375
3012A40,공주2,2025-02-18,3회차,"126°59'13.8""","36°20'31.3""",11:42,,5.5,13.7,1.6,6.8,2.8,4.216,0.038,4.1,126.9871667,36.34202778
5001A40,광주1,2025-02-18,3회차,"126°49'25.3""","35°9'39.6""",10:20,,4,13.5,1.3,5.7,5.2,2.755,0.117,2.6,126.8236944,35.161
5001A70,광주2,2025-02-18,3회차,"126°49'41.8""","35°8'27.9""",10:07,,5.8,11.7,3.4,8,4.8,11.05,0.196,4.5,126.8282778,35.14108333
5001A80,광주3,2025-02-18,3회차,"126°49'12.81""","35°6'40.18""",10:27,,6.3,11.3,3.4,8.1,5.6,12.845,0.148,4.5,126.820225,35.11116111
4009A30,구례,2025-02-18,3회차,"127°32'39.2""","35°11'25.4""",11:52,,4,13.4,0.6,4,1.6,2.094,0.015,1.9,127.5442222,35.19038889
2004A93,금천,2025-02-18,3회차,"128°16'58.27""","36°35'4.76""",10:50,,2.6,13.6,0.9,2.3,2,2.02,0.022,1.5,128.2828528,36.58465556
2002A36,길안천1,2025-02-18,3회차,"128°58'16.95""","36°22'6.98""",14:30,,3,13.7,0.6,3.5,0.4,1.059,0.007,2.5,128.971375,36.36860556
2020A10,남지,2025-02-18,3회차,"128°28'25.1""","35°22'51.1""",13:55,,4,14.6,1.3,6,4,3.185,0.019,2.5,128.4736389,35.38086111
2004A90,내성천5,2025-02-18,3회차,"128°18'19.85""","36°35'13.96""",12:00,,1.6,13.4,0.5,3.2,6.4,2.753,0.035,2.2,128.3055139,36.58721111
2011A60,달성,2025-02-18,3회차,"128°27'40.3""","35°50'21.9""",14:00,,4.8,13.7,1.4,5.6,3,2.36,0.018,,128.4611944,35.83941667
5001A10,담양,2025-02-18,3회차,"127°1'3.4""","35°19'59.7""",11:59,,5,14.2,0.4,2.7,1.6,1.945,0.064,1.4,127.0176111,35.33325
2014A50,대암리,2025-02-18,3회차,"128°23'29.9""","35°37'20.9""",11:50,,4.3,13.6,2.1,5.9,3.6,3.769,0.028,4.4,128.3916389,35.62247222
2001A50,도산,2025-02-18,3회차,"128°53'7.5""","36°46'44.1""",14:30,,2.9,14.9,0.7,2.8,0.4,2.744,0.009,1.4,128.8854167,36.77891667
5006A40,무안1,2025-02-18,3회차,"126°31'48.1""","34°53'55.2""",11:38,,5.4,13.1,3.3,10,15.6,6.904,0.13,4.2,126.5300278,34.89866667
5008A10,무안2,2025-02-18,3회차,"126°26'55.3""","34°47'11.2""",11:50,,4.2,13,1.6,6.9,24.7,3.886,0.044,5.4,126.4486944,34.78644444
2003A20,미천,2025-02-18,3회차,"128°39'23.6""","36°32'26.5""",10:30,,4.6,14.9,1.4,3.8,1.2,2.13,0.023,2.5,128.6565556,36.54069444
3011A97,미호강10,2025-02-18,3회차,"127°19'8.29""","36°31'29.17""",11:20,,5,12.7,2.4,7.3,6.3,5.555,0.095,5.2,127.3189694,36.52476944
2002A15,반변천2,2025-02-18,3회차,"129°4'54.66""","36°32'54.83""",11:00,,4.9,12.6,1,2.9,0.4,2.467,0.01,2,129.08185,36.54856389
2002A50,반변천4,2025-02-18,3회차,"128°45'5.1""","36°33'3.7""",12:30,,3.4,14.3,0.8,4.6,0.8,1.458,0.016,4,128.7514167,36.55102778
4008A20,보성강7,2025-02-18,3회차,"127°22'33.9""","35°11'33.7""",12:21,,5.4,12.6,0.3,3,0.4,1.081,0.011,1.9,127.3760833,35.19269444
3010A20,부강,2025-02-18,3회차,"127°21'49.14""","36°30'59.78""",10:30,,4.9,12.9,1.6,6.4,6.1,4.405,0.04,4.1,127.36365,36.51660556
3012A60,부여1,2025-02-18,3회차,"126°53'32.8""","36°16'32.6""",11:20,,4.1,13.9,1.5,6.3,3.7,4.31,0.04,3.8,126.8924444,36.27572222
3012A70,부여2,2025-02-18,3회차,"126°56'56.1""","36°14'39.1""",11:00,,3.6,14.1,1.7,6.2,5.7,4.184,0.038,3.9,126.9489167,36.24419444
2015A90,사천천,2025-02-18,3회차,"127°59'20.09""","35°34'51.03""",10:20,,1.6,15.3,0.8,2.2,0.4,1.974,0.014,1.1,127.9889139,35.58084167
2009A20,산곡,2025-02-18,3회차,"128°20'32.64""","36°16'23.16""",13:35,,4.9,13.4,1.3,5,3.4,2.033,0.016,,128.3424,36.2731
2020A60,삼랑진2,2025-02-18,3회차,"128°49'17.8""","35°22'51.3""",16:20,,4.3,14.1,1.5,5.7,4.6,2.901,0.043,2.4,128.8216111,35.38091667
2007A20,상주1,2025-02-18,3회차,"128°16'9.2""","36°29'55.9""",13:00,,5.4,12.8,0.8,4.3,0.4,2.232,0.012,,128.2692222,36.49886111
3012A80,성동,2025-02-18,3회차,"127°0'12.73""","36°10'22.52""",9:50,,3.7,14.8,2.3,7.1,5.4,4.016,0.042,4,127.0035361,36.17292222
2011A40,성주,2025-02-18,3회차,"128°23'18.96""","35°52'53.04""",14:45,,4.6,14.1,1.5,6,3.4,2.382,0.018,,128.3886,35.8814
2003A12,송야천,2025-02-18,3회차,"128°40'24.63""","36°34'35.73""",13:20,,10.4,12.9,0.6,2.8,2.2,5.366,0.046,1.7,128.6735083,36.57659167
1101A25,안성천3,2025-02-18,3회차,"127°4'48.1""","36°59'.9""",12:30,,5.2,10.7,3,7.1,8.7,6.359,0.18,4.5,127.0800278,36.98358333
5004A30,영산포1,2025-02-18,3회차,"126°40'49.3""","35°0'16.6""",11:04,,5.9,14.3,4.1,9.8,12.8,6.474,0.178,4.5,126.6803611,35.00461111
2002A20,용전천1,2025-02-18,3회차,"129°1'40.7""","36°26'52.3""",13:00,,5.8,14.5,1,3.2,1.2,1.692,0.012,2,129.0279722,36.44786111
1023A25,임진강7,2025-02-18,3회차,"126°44'34""","37°54'10.5""",12:30,,1.2,11.7,1.5,4.7,44.6,5.178,0.105,2.6,126.7427778,37.90291667
2018A29,임천,2025-02-18,3회차,"127°47'33.9""","35°27'52""",13:30,,2.7,14.7,0.9,3.2,0.4,1.786,0.011,1.8,127.79275,35.46444444
4007A40,주암댐,2025-02-18,3회차,"127°14'26.74""","35°3'23.78""",11:25,104.18,5.5,11.5,0.4,2.7,1.4,0.782,0.008,2,127.2407611,35.05660556
2014A35,차천,2025-02-18,3회차,"128°25'9.4""","35°41'24.9""",14:00,,14.6,9.7,2.2,12.1,5.2,8.396,0.044,9.9,128.4192778,35.69025
2014A60,창녕,2025-02-18,3회차,"128°21'30.9""","35°36'40.7""",14:45,,4.4,14.6,1.7,7.2,4.6,3.8,0.021,3.3,128.3585833,35.61130556
5101A55,탐진강5,2025-02-18,3회차,"126°48'46.68""","34°38'8.21""",13:40,,4.9,12.7,0.9,3.6,3.7,1.273,0.032,2.7,126.8129667,34.63561389
2020A45,하남,2025-02-18,3회차,"128°42'14.3""","35°22'17.9""",15:50,,3.9,14.3,1.5,5.8,3,3.051,0.015,2.7,128.7039722,35.37163889
4009A50,하동,2025-02-18,3회차,"127°44'21.9""","35°3'48.2""",11:14,,4.8,12.2,0.5,4.5,15.6,2.036,0.043,1.7,127.7394167,35.06338889
2011A19,한천2,2025-02-18,3회차,"128°24'11.07""","36°8'8.99""",14:30,,6.8,12.1,1.4,7.8,2.8,3.401,0.042,4.8,128.403075,36.13583056
2015A50,황강1,2025-02-18,3회차,"127°56'29.4""","35°40'17.4""",14:00,,2.5,15.3,1.2,3.5,1.6,2.692,0.025,1.6,127.9415,35.6715
2015A80,황강3,2025-02-18,3회차,"127°59'24.01""","35°37'45.37""",12:00,,3.5,14.7,0.9,3,2.8,2.714,0.022,1.7,127.9900028,35.62926944
2013A40,회천3,2025-02-18,3회차,"128°20'29.76""","35°39'9.72""",10:00,,3.9,12.4,1.3,3.1,2,2.716,0.021,2.2,128.3416,35.6527
3014A30,양화,2025-02-18,4회차,"126°52'24.13""","36°6'27.13""",10:25,,4.2,15.4,2.5,7.5,7.9,3.742,0.054,4,126.8733694,36.10753611
3014A10,강경,2025-02-19,1회차,"127°0'23.9""","36°9'15.3""",13:30,,3.3,16.1,2.9,6.5,6.9,4.41,0.041,4.9,127.0066389,36.15425
4101A10,강진천,2025-02-19,1회차,"126°44'42""","34°38'21.3""",11:12,,4.3,13.4,1.6,5,62.8,2.178,0.144,1.6,126.745,34.63925
3014A50,금강갑문,2025-02-19,1회차,"126°45'10.9""","36°0'52.4""",12:20,,3.1,17.4,5.6,9.6,17,4.003,0.046,7.4,126.7530278,36.01455556
3012A65,금천,2025-02-19,1회차,"126°53'7.52""","36°14'53.49""",12:00,,3.3,14,1.8,4.7,7.7,2.825,0.071,3.2,126.8854222,36.24819167
3014A45,길산천2,2025-02-19,1회차,"126°44'23.17""","36°2'41.9""",13:40,,4,13.1,1.8,6.7,7,2.634,0.087,4.3,126.7397694,36.04497222
4007A25,남천,2025-02-19,1회차,"127°5'30.53""","35°7'52.99""",13:50,,2.3,14.4,0.6,2.4,1.4,1.375,0.011,1.4,127.0918139,35.13138611
2004A10,내성천1,2025-02-19,1회차,"128°38'42.36""","36°43'7.68""",14:00,,6.3,13,1.4,5.7,2.8,2.202,0.017,3.4,128.6451,36.7188
3012A17,대교천2,2025-02-19,1회차,"127°14'17.58""","36°28'26.45""",10:50,,4.2,15.3,0.9,3.6,1.7,1.842,0.018,2,127.2382167,36.47401389
4007A20,동복천1,2025-02-19,1회차,"127°5'37.38""","35°10'48.01""",11:15,,2.4,14.4,0.4,2,1.4,1.2,0.007,1.4,127.0937167,35.18000278
5004A27,만봉천,2025-02-19,1회차,"126°42'20.57""","34°59'32.38""",13:30,,5,15.3,1.6,4.5,4,2.623,0.076,3.9,126.7057139,34.99232778
3012A37,목면,2025-02-19,1회차,"127°0'31.9""","36°23'3.6""",12:40,,4.9,13.6,1.8,5.9,5.3,4.596,0.038,4.4,127.0088611,36.38433333
5004A32,문평천,2025-02-19,1회차,"126°38'10.19""","35°0'16.73""",12:05,,4.8,15.2,3,5.3,14.4,7.6,0.775,4.7,126.6361639,35.00464722
4007A05,보성강1,2025-02-19,1회차,"127°1'5.41""","34°45'44.1""",10:45,,4.2,14,0.9,2.4,6.1,1.425,0.018,1.7,127.0181694,34.76225
4007A07,보성강2,2025-02-19,1회차,"127°8'41.63""","34°48'19.18""",12:00,,4,14.1,1.3,3,5.4,1.405,0.038,2.6,127.1448972,34.80532778
4007A15,보성강4,2025-02-19,1회차,"127°9'37.8""","34°51'3.6""",12:21,,4.7,13,1.7,3.2,2,0.857,0.014,1.3,127.1605,34.851
4008A05,보성강5,2025-02-19,1회차,"127°15'35.23""","35°5'18.35""",10:10,,3.7,13.1,0.4,2.4,2.8,0.858,0.008,2.3,127.2597861,35.08843056
2001A40,봉화,2025-02-19,1회차,"129°0'42.12""","36°55'55.56""",13:00,,3.8,12.9,0.9,3.6,1.4,3.027,0.006,1.1,129.0117,36.9321
3004A30,봉황천,2025-02-19,1회차,"127°33'6.39""","36°6'38.12""",11:38,,4.1,13.5,1.8,3.7,5.5,3.706,0.042,2.2,127.551775,36.11058889
3014A15,산북천,2025-02-19,1회차,"126°56'32.99""","36°6'28.06""",10:40,,4.3,12.5,5,8,23,8.298,0.957,5.5,126.9424972,36.10779444
3012A77,석성천3,2025-02-19,1회차,"126°59'47.88""","36°12'13.96""",11:10,,3.2,13.8,2,5.7,10.2,5.195,0.129,3.5,126.9966333,36.20387778
3012A19,세종2,2025-02-19,1회차,"127°11'46""","36°26'29.98""",11:40,,5,12.9,1.6,6,3.5,4.734,0.057,4.7,127.1961111,36.44166111
2402A10,영덕,2025-02-19,1회차,"129°22'26.04""","36°24'12.96""",11:30,,5.4,13.1,0.6,2.2,0.2,1.773,0.008,0.5,129.3739,36.4036
2401A20,영덕송천,2025-02-19,1회차,"129°24'23.4""","36°33'19.08""",11:53,,3.8,13.2,1.2,3.5,1.6,0.689,0.02,1.3,129.4065,36.5553
3004A50,영동,2025-02-19,1회차,"127°42'27.7""","36°12'43.4""",10:53,,2.8,13.3,0.6,3.6,0.5,1.636,0.009,1.8,127.7076944,36.21205556
5004A22,영산천,2025-02-19,1회차,"126°45'48.98""","35°0'23.27""",10:50,,10.2,12.3,1.2,5.8,5.8,5.723,0.067,4.8,126.7636056,35.00646389
5007A10,영암천1,2025-02-19,1회차,"126°39'.3""","34°49'12.1""",10:35,,5.1,12.5,3,5.9,4,4.258,0.225,3.2,126.6500833,34.82002778
4103A10,오천천,2025-02-19,1회차,"127°12'9.7""","34°25'51.1""",12:08,,6.8,13.4,0.8,2.2,0.8,1.212,0.007,0.9,127.2026944,34.43086111
2401A10,왕피천,2025-02-19,1회차,"129°23'52.44""","36°57'56.16""",13:36,,6.4,13,0.7,1.9,0.8,0.818,0.004,0.5,129.3979,36.9656
4005A05,요천1,2025-02-19,1회차,"127°30'56.04""","35°29'51.4""",12:40,,3.8,14.4,0.6,2,2.5,2.198,0.006,1.3,127.5155667,35.49761111
3012A10,용수천2,2025-02-19,1회차,"127°16'25.68""","36°27'31.68""",10:00,,2.2,14.7,0.6,2.5,1.2,1.8,0.015,1.7,127.2738,36.4588
3203A40,웅천천2,2025-02-19,1회차,"126°35'46.6""","36°13'29.3""",10:17,,4,13.1,0.8,3.7,1,1.745,0.01,1.9,126.5962778,36.22480556
3012A35,유구천,2025-02-19,1회차,"127°3'4.34""","36°28'5.61""",11:20,,3.2,14.2,0.6,2.3,0.9,2.214,0.009,1.3,127.0512056,36.468225
5004A17,장성천2,2025-02-19,1회차,"126°44'23.58""","35°3'23.08""",9:50,,3.1,12.5,3.1,6.3,4.4,4.524,0.302,5.4,126.7398833,35.05641111
3012A53,정동,2025-02-19,1회차,"126°55'23.9""","36°18'11.6""",13:00,,4.6,14.7,2,6.3,5.7,4.417,0.036,4.4,126.9233056,36.30322222
3012A25,정안천,2025-02-19,1회차,"127°7'32.07""","36°28'17.16""",10:50,,2.4,13.5,0.9,2.8,4.4,3.574,0.034,1.7,127.125575,36.47143333
3004A20,제원1,2025-02-19,1회차,"127°34'.88""","36°6'39.83""",11:31,,4.4,13,1.6,3.9,0.7,1.473,0.006,1.7,127.5669111,36.11106389
3012A52,지천2,2025-02-19,1회차,"126°54'48.92""","36°19'18.79""",14:50,,3.1,14.2,0.9,3.5,3.6,3.334,0.016,1.9,126.9135889,36.32188611
2101A10,형산강1,2025-02-19,1회차,"129°12'23.76""","35°43'28.56""",11:05,,5.1,13,0.6,2.4,0.4,2.486,0.007,0.8,129.2066,35.7246
2101A20,형산강2,2025-02-19,1회차,"129°12'3.24""","35°48'53.69""",10:40,,3.2,13.1,0.6,2.7,0.8,1.249,0.011,1,129.2009,35.81491389
2101A30,형산강3,2025-02-19,1회차,"129°14'26.52""","35°55'39""",11:35,,5.9,13.3,2.3,6.2,3.2,3.368,0.04,3.2,129.2407,35.9275
2101A50,형산강4,2025-02-19,1회차,"129°15'55.08""","35°58'52.68""",11:55,,4.3,14.4,3,6.4,6.2,3.75,0.042,4,129.2653,35.9813
4007A30,동복천2,2025-02-19,2회차,"127°6'59.26""","35°2'12.56""",10:10,,2,14.1,1.2,3.1,1.7,0.954,0.011,2.3,127.1164611,35.03682222
