분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
2001A36,석포3,2025-02-14,1회차,"129°4'19.9""","37°1'1.1""",13:53,,1.5,13.1,0.5,3,0.4,3.21,0.008,1.3,129.0721944,37.01697222
2001A37,석포4,2025-02-14,1회차,"129°5'2.2""","36°59'30.9""",14:08,,1.5,13.6,0.5,3.1,0.2,2.9,0.006,1.2,129.0839444,36.99191667
1006A38,섬강1,2025-02-14,1회차,"127°58'7.28""","37°29'10.19""",9:50,1.85,0.9,14.8,0.8,2.9,0.7,2.523,0.01,1.5,127.9686889,37.48616389
1007A42,양화천2,2025-02-14,1회차,"127°33'39.6""","37°17'57.2""",12:15,,-1.8,14.7,1.9,4.8,2.3,8.242,0.096,3,127.561,37.29922222
3006A20,우산,2025-02-14,1회차,"127°40'27.2""","36°16'39.8""",10:24,,3.2,13.5,0.8,3.3,1.9,2.008,0.008,1.7,127.6742222,36.27772222
2008A10,위천2,2025-02-14,1회차,"128°34'.12""","36°11'22.56""",13:25,,5.5,12.7,1.3,4.5,0.2,2.688,0.015,2.6,128.5667,36.1896
2008A30,위천4,2025-02-14,1회차,"128°23'27.96""","36°22'42.96""",14:00,,6.6,12,1.2,4.8,0.2,2.744,0.01,2.7,128.3911,36.3786
1007A14,응천,2025-02-14,1회차,"127°36'3.67""","37°4'51.5""",13:00,0.8,5,14.8,1.1,3.4,3.5,4.077,0.042,1.8,127.6010194,37.08097222
1021A05,임진강1,2025-02-14,1회차,"126°57'38.63""","38°6'39.82""",0:00,,,,,,,,,,126.9607306,38.11106111
1007A03,청미천1,2025-02-14,1회차,"127°25'24.6""","37°6'52.2""",10:20,1.21,2.9,13.5,2.8,7,6.2,9.068,0.225,4,127.4235,37.1145
1007A11,청미천3,2025-02-14,1회차,"127°30'56.5""","37°5'55.7""",11:50,2.36,3.7,14.4,2.9,5.9,2.6,9.164,0.185,3.6,127.5156944,37.09880556
1007A10,청미천4,2025-02-14,1회차,"127°38'4.2""","37°7'5.52""",10:45,,-3.8,16.2,1.6,5.2,1.9,6.562,0.065,3.8,127.6345,37.1182
1007A12,청미천5,2025-02-14,1회차,"127°38'3.5""","37°9'43.2""",14:10,1.26,5.6,14.7,2.2,4.2,1.5,6.746,0.069,2.8,127.6343056,37.162
1101A60,황구지천3,2025-02-14,1회차,"126°59'36.8""","37°13'50""",9:58,,-1,16.2,3.6,7.3,11.8,6.127,0.092,5.5,126.9935556,37.23055556
2013A10,회천1,2025-02-14,1회차,"128°10'22.44""","35°52'51.24""",11:00,,5.6,13,0.8,4,0.2,1.683,0.006,1.6,128.1729,35.8809
2013A30,회천2,2025-02-14,1회차,"128°20'14.28""","35°40'44.76""",11:50,,5.5,12.2,0.9,3.7,0.2,3.124,0.012,1.5,128.3373,35.6791
2018A45,경호강2,2025-02-14,2회차,"127°57'40.4""","35°16'56.4""",11:00,,4.8,12.8,1.1,3.2,1.6,2.277,0.015,2.2,127.9612222,35.28233333
2003A43,광산천2,2025-02-14,2회차,"128°26'27.29""","36°31'22.72""",10:50,,8.3,12.7,0.4,2.4,6,17.433,0.028,1.4,128.4409139,36.52297778
2011A20,구미,2025-02-14,2회차,"128°23'6.52""","36°4'12.34""",10:10,,2,15.5,1.5,4.6,2.4,2.698,0.014,3.4,128.3851444,36.07009444
2012A38,금호강4,2025-02-14,2회차,"128°41'27.85""","35°51'25.08""",10:30,,3.9,13.1,1.7,6.2,2.4,4.815,0.029,4.9,128.6910694,35.85696667
2012A70,금호강8,2025-02-14,2회차,"128°28'18.8""","35°51'13.6""",14:30,,5.3,13.1,1.4,7.2,2,6.438,0.045,5.5,128.4718889,35.85377778
2004A40,내성천2,2025-02-14,2회차,"128°35'12.6""","36°41'46.1""",11:10,,4.7,13.1,0.6,4.3,4,2.721,0.025,2.8,128.5868333,36.69613889
2018A60,덕천강3,2025-02-14,2회차,"127°53'29.93""","35°14'45.69""",11:30,,4.7,13.8,0.7,2.2,1.6,1.313,0.013,1,127.8916472,35.246025
5008A10,무안2,2025-02-14,2회차,"126°26'55.3""","34°47'11.2""",10:50,,4,12.5,0.9,6.1,5.5,3.783,0.036,4.8,126.4486944,34.78644444
2006A20,병성천,2025-02-14,2회차,"128°14'4.64""","36°26'3.39""",14:15,,7,13.2,1.2,4.2,6,3.346,0.037,2.7,128.2346222,36.434275
2020A37,북면,2025-02-14,2회차,"128°38'35.2""","35°22'26.1""",10:20,,3.3,14.7,1.8,4.7,3.2,3.094,0.021,3.7,128.6431111,35.37391667
2007A30,상주2,2025-02-14,2회차,"128°18'19.08""","36°24'14.4""",12:30,,4,14,0.6,4.1,0.8,2.081,0.015,,128.3053,36.404
2009A10,상주3,2025-02-14,2회차,"128°17'40.8""","36°21'16.7""",11:30,,3,15.3,0.7,4,1.6,2.25,0.014,2.8,128.2946667,36.35463889
2018A36,신등천,2025-02-14,2회차,"128°1'44.43""","35°25'9.54""",13:50,,5.3,14.2,0.5,2.7,1.6,1.483,0.035,1.5,128.0290083,35.41931667
2003A45,안동5,2025-02-14,2회차,"128°25'39.08""","36°31'16.83""",11:40,,4.5,12.8,1,4.3,6,1.721,0.022,3.2,128.4275222,36.52134167
2018A38,양천1,2025-02-14,2회차,"128°6'9.64""","35°22'25.43""",15:30,,6.6,14.4,5.2,7.6,7.2,1.202,0.044,6.2,128.1026778,35.37373056
2005A30,영강3,2025-02-14,2회차,"128°15'24.6""","36°32'12.3""",13:00,,4.4,12.7,0.9,3.5,0.8,4.265,0.016,2,128.2568333,36.53675
2004A47,옥계천,2025-02-14,2회차,"128°34'11.92""","36°44'12.99""",12:00,,6.4,12.3,0.3,3.2,13.2,5.035,0.058,2.1,128.5699778,36.73694167
3006A10,옥천,2025-02-14,2회차,"127°38'44.8""","36°16'59.6""",10:47,,2.4,13.6,0.7,3.3,0.4,2.04,0.006,1.9,127.6457778,36.28322222
4005A20,요천3,2025-02-14,2회차,"127°18'58.13""","35°18'42.52""",10:30,,4.9,14.3,1.1,3.9,2.2,3.956,0.024,3,127.3161472,35.31181111
5001A20,우치,2025-02-14,2회차,"126°53'21.36""","35°14'42.86""",9:30,,4.8,13.2,1.3,4,3.8,2.626,0.063,3,126.8892667,35.24523889
2008A40,위천5,2025-02-14,2회차,"128°19'44.5""","36°24'19.8""",14:30,,3.9,14.9,1,4.5,1.2,2.292,0.014,3.4,128.3290278,36.4055
2005A15,이안천,2025-02-14,2회차,"128°12'45.7""","36°32'11.7""",10:45,,4.8,12.1,1.3,3,1.6,2.406,0.022,1.8,128.2126944,36.53658333
5003A60,지석천4,2025-02-14,2회차,"126°46'47.4""","35°3'6.7""",10:10,,3.3,13.4,1.4,5.3,4.6,8.049,0.135,4.4,126.7798333,35.05186111
2020A39,청도천1,2025-02-14,2회차,"128°39'.7""","35°26'32.8""",14:00,,4.3,14,1.2,3.6,4.8,2.329,0.032,2.2,128.6501944,35.44244444
2020A40,청도천2,2025-02-14,2회차,"128°38'47.1""","35°24'38.8""",11:00,,4.4,14,1.8,4.3,5.2,2.296,0.037,,128.6464167,35.41077778
5101A55,탐진강5,2025-02-14,2회차,"126°48'46.68""","34°38'8.21""",12:50,,5.3,13.2,1.2,3.5,3.6,1.5,0.043,2.9,126.8129667,34.63561389
2004A05,토일천,2025-02-14,2회차,"128°43'50.9""","36°47'15.24""",14:00,,6.6,12.8,0.5,3.2,0.8,5.282,0.041,1.5,128.7308056,36.78756667
2012A55,팔거천1,2025-02-14,2회차,"128°33'11.33""","35°57'35.1""",12:30,,4.1,14.1,1.1,3.8,1.2,2.029,0.018,2.7,128.5531472,35.95975
2003A35,풍산천,2025-02-14,2회차,"128°34'25.37""","36°34'18.32""",13:00,,4.9,13.8,0.4,2.8,0.4,2.031,0.012,1.5,128.5737139,36.57175556
3008A60,현도,2025-02-14,2회차,"127°27'9.78""","36°26'56.95""",9:41,,5.4,11.8,0.8,4.2,1.3,1.294,0.01,2.3,127.4527167,36.44915278
5002A40,황룡강5,2025-02-14,2회차,"126°47'1.68""","35°7'21.36""",10:55,,3.8,14.1,2.6,6.5,6.9,2.49,0.078,5.1,126.7838,35.1226
3001A10,가막,2025-02-17,1회차,"127°31'4.1""","35°48'7.6""",11:50,,2.8,14.1,1.1,3.6,1.8,3.74,0.02,2,127.5178056,35.80211111
1019A50,공릉천2,2025-02-17,1회차,"126°53'13.9""","37°40'11.6""",9:50,,1.7,20,0.8,2.3,0.8,2.973,0.016,1.5,126.8871944,37.66988889
1019A55,공릉천4,2025-02-17,1회차,"126°48'25.1""","37°44'27.8""",13:54,,4.8,17,4.1,7.5,5.4,8.21,0.164,5.9,126.8069722,37.74105556
5001A60,광주천2,2025-02-17,1회차,"126°49'53.08""","35°8'59.68""",11:15,,6.3,11.2,2.9,6.8,7.1,7.387,0.084,5,126.8314111,35.14991111
3001A05,구량천,2025-02-17,1회차,"127°36'53.72""","35°52'.65""",10:40,,1.8,14.7,0.7,3.7,2.7,2.8,0.012,2.1,127.6149222,35.86684722
5303A10,금산천,2025-02-17,1회차,"126°19'17""","34°54'7.6""",11:38,,5.7,12.1,1.5,11.7,9.6,1.661,0.041,5.5,126.3213889,34.90211111
2002A37,길안천2,2025-02-17,1회차,"128°50'17.52""","36°31'10.2""",11:25,,5.2,12.1,0.3,3.3,0.2,1.765,0.004,1.4,128.8382,36.5195
3013A05,논산천1,2025-02-17,1회차,"127°15'31.02""","36°7'11.05""",15:30,,6,13,0.1,1.4,0.5,2.068,0.007,0.7,127.2586167,36.11973611
3008A52,대청,2025-02-17,1회차,"127°28'30.32""","36°28'33.27""",11:00,,5.3,11,0.5,4.2,1.2,1.523,0.01,2.6,127.4750889,36.47590833
5003A40,대촌천,2025-02-17,1회차,"126°49'10.73""","35°3'16.66""",13:50,,6.2,13.4,2.1,5.1,4,3.914,0.138,4.6,126.8196472,35.05462778
4002A40,동계,2025-02-17,1회차,"127°12'13.1""","35°26'26.6""",10:15,,4.5,12.9,0.6,3.3,1,2.111,0.01,1.2,127.2036389,35.44072222
3003A30,무주남대천3,2025-02-17,1회차,"127°37'12.64""","36°0'9.1""",11:30,,3.1,15.7,0.7,2.8,1.2,2.86,0.014,1.4,127.6201778,36.00252778
3011A05,미호강1,2025-02-17,1회차,"127°30'1.94""","36°58'50.02""",10:27,,3,12.7,3,7.6,6.4,7.623,0.193,4.5,127.5005389,36.98056111
3011A20,미호강3,2025-02-17,1회차,"127°30'12.6""","36°50'44.1""",10:59,,4.9,13.2,2,5.4,6.7,5.621,0.144,4.1,127.5035,36.84558333
3011A32,미호강4,2025-02-17,1회차,"127°29'36""","36°49'33.4""",11:09,,4.4,12.5,1.8,6,4.4,5.795,0.135,3.9,127.4933333,36.82594444
3011A50,미호강6,2025-02-17,1회차,"127°28'32.3""","36°42'50.4""",11:38,,5.1,13.9,1.6,5,4,4.702,0.08,3.5,127.4756389,36.714
3011A70,미호강7,2025-02-17,1회차,"127°22'58.9""","36°39'30.1""",12:03,,6.8,13.1,1.5,5.8,6.5,4.861,0.082,3.6,127.3830278,36.65836111
3011A82,미호강8,2025-02-17,1회차,"127°21'2.58""","36°37'22.73""",12:18,,6.9,12.5,1.6,7,4.1,4.94,0.314,5.2,127.3507167,36.62298056
3007A40,보청천3,2025-02-17,1회차,"127°49'4.7""","36°22'36.72""",11:20,,3.8,14,0.8,3,1.2,2.492,0.016,2,127.8179722,36.37686667
3004A05,부리,2025-02-17,1회차,"127°35'36.86""","36°2'56.1""",12:20,,4.4,14.2,0.5,3.8,0.8,1.725,0.011,2.2,127.5935722,36.04891667
5001A15,석곡천,2025-02-17,1회차,"126°57'16.83""","35°13'31""",10:15,,6.1,12.5,1.9,3.7,7,2.63,0.052,3.2,126.954675,35.22527778
3002A40,용담,2025-02-17,1회차,"127°32'7.38""","35°58'14.91""",15:30,,5.3,12.8,0.4,3.9,0.7,1.374,0.014,2.3,127.5353833,35.97080833
3008A55,용호천,2025-02-17,1회차,"127°27'8.04""","36°26'53.6""",11:40,,3.6,14.9,0.3,2.4,0.8,1.358,0.015,1.4,127.4522333,36.44822222
3009A30,유등천1,2025-02-17,1회차,"127°22'20.25""","36°14'58.74""",10:40,,4.9,14.3,0.5,2.4,0.8,2.129,0.011,1.3,127.3722917,36.24965
3006A05,이원,2025-02-17,1회차,"127°40'10.1""","36°14'25""",13:00,,2.2,13.9,0.4,3.3,1.2,2.179,0.005,2,127.6694722,36.24027778
3001A30,정자천,2025-02-17,1회차,"127°26'24.81""","35°51'22.74""",14:30,,3.9,13.8,0.3,2.1,0.9,2.952,0.007,1.2,127.440225,35.85631667
3004A40,제원2,2025-02-17,1회차,"127°35'21.55""","36°6'59.03""",13:10,,4.6,14,0.7,3.7,1.3,1.922,0.012,2.1,127.5893194,36.11639722
5003A25,지석천2,2025-02-17,1회차,"126°54'1.09""","35°0'21.4""",10:20,,5.6,12.7,1.3,3.6,2.6,2.859,0.072,3.1,126.9003028,35.00594444
1019A10,창릉천3,2025-02-17,1회차,"126°52'46.2""","37°38'38.76""",10:18,,7.4,16.3,2.5,5.7,2.4,5.301,0.034,4.4,126.8795,37.6441
1019A15,창릉천4,2025-02-17,1회차,"126°51'56.88""","37°36'51.84""",10:37,,6.4,11.2,2.9,6.9,5.1,5.959,0.148,4.8,126.8658,37.6144
1019A20,창릉천5,2025-02-17,1회차,"126°49'58.08""","37°35'45.24""",11:02,,5.3,12.4,3.8,7.4,9.3,6.008,0.166,5.6,126.8328,37.5959
3005A30,초강2,2025-02-17,1회차,"127°43'17.6""","36°13'49""",12:20,,4.8,13.8,0.6,2.9,0.8,3.464,0.003,1.7,127.7215556,36.23027778
3008A05,추풍천,2025-02-17,1회차,"127°30'35.24""","36°14'21.29""",14:35,,7.3,15.2,0.5,2.3,2.1,5.525,0.031,1.3,127.5097889,36.23924722
5004A05,평동천,2025-02-17,1회차,"126°46'36""","35°5'59""",12:25,,5.1,13.3,2.4,6.7,5.5,4.892,0.264,5.4,126.7766667,35.09972222
5001A28,풍영정천1,2025-02-17,1회차,"126°48'34.62""","35°13'19.23""",9:30,,3.6,12.7,1.5,4.8,3.3,3.105,0.11,3.6,126.8096167,35.22200833
5001A30,풍영정천2,2025-02-17,1회차,"126°49'4.32""","35°10'6.01""",14:00,,6.6,12.9,3.6,6.5,6,3.328,0.146,5.5,126.8178667,35.16833611
5002A25,황룡강3,2025-02-17,1회차,"126°44'30.14""","35°15'2.81""",10:20,,4.7,13.3,1.6,4.3,6.5,2.577,0.052,3.3,126.7417056,35.25078056
1013A90,가평천3,2025-02-17,3회차,"127°31'2.28""","37°49'53.04""",:,,,,,,,,,,127.5173,37.8314
3009A80,갑천7,2025-02-17,3회차,"127°23'59.87""","36°27'13.72""",12:50,,9.9,11.4,4.1,10.1,13.1,7.834,0.104,6.7,127.3999639,36.45381111
1007A75,강상,2025-02-17,3회차,"127°29'22.2""","37°29'8.88""",11:30,,1.6,14.9,1.3,3.6,5.6,3.166,0.023,2.4,127.4895,37.4858
2011A10,강정,2025-02-17,3회차,"128°21'55.44""","36°11'41.79""",11:00,,,,,,,,,,128.3654,36.19494167
1007A20,강천,2025-02-17,3회차,"127°41'12.9""","37°16'21.1""",:,,,,,,,,,,127.6869167,37.27252778
1016A75,경안천10,2025-02-17,3회차,"127°18'48.5""","37°26'13""",12:30,,5.4,11.6,2.2,4.8,3.8,4.692,0.052,3.6,127.3134722,37.43694444
1016A45,경안천6,2025-02-17,3회차,"127°14'20.8""","37°21'24.2""",:,,,,,,,,,,127.2391111,37.35672222
2020A15,계성천,2025-02-17,3회차,"128°28'57.24""","35°24'14.15""",15:10,,5.4,16.7,6.8,12.8,25.6,1.481,0.085,,128.4825667,35.40393056
1007A59,곡수천2,2025-02-17,3회차,"127°34'.08""","37°22'34.39""",:,,,,,,,,,,127.5666889,37.37621944
1019A60,공릉천5,2025-02-17,3회차,"126°44'3.12""","37°45'25.92""",:,,,,,,,,,,126.7342,37.7572
3012A20,공주1,2025-02-17,3회차,"127°7'27.58""","36°27'59.19""",11:15,,6.1,13.1,1.9,6.4,4.1,4.857,0.049,4.7,127.1243278,36.46644167
1101A73,관리천,2025-02-17,3회차,"126°57'11.88""","37°3'53.28""",:,,,,,,,,,,126.9533,37.0648
2020A30,광려천4,2025-02-17,3회차,"128°31'20.6""","35°22'53""",13:30,,5.2,13.9,2.3,5.2,3.2,2.957,0.025,,128.5223889,35.38138889
5004A10,광산,2025-02-17,3회차,"126°46'34.09""","35°4'13.9""",10:00,,6.6,11.1,4.9,7.8,10,6.833,0.17,6.8,126.7761361,35.07052778
1015A42,구운천2,2025-02-17,3회차,"127°22'31.08""","37°40'37.2""",:,,,,,,,,,,127.3753,37.677
1025A69,구의,2025-02-17,3회차,"127°6'46.08""","37°32'41.64""",:,,,,,,,,,,127.1128,37.5449
1019A40,굴포천4,2025-02-17,3회차,"126°46'22.14""","37°34'30.22""",:,,,,,,,,,,126.7728167,37.57506111
3012A32,금강,2025-02-17,3회차,"127°6'.1""","36°27'52.7""",12:10,,5.9,13.1,3.5,6.4,5.2,4.948,0.046,4.7,127.1000278,36.46463889
2022A30,금곡,2025-02-17,3회차,"129°0'38.9""","35°15'51.1""",13:00,,4,15.1,2.8,5.4,4.8,3.061,0.026,3.1,129.0108056,35.26419444
1007A22,금당천2,2025-02-17,3회차,"127°40'36.6""","37°18'12.2""",:,,,,,,,,,,127.6768333,37.30338889
5004A20,나주,2025-02-17,3회차,"126°44'.81""","35°2'8.79""",11:40,,6.1,12.8,4.4,7.9,10.3,6.31,0.165,6.1,126.7335583,35.035775
2009A05,낙단,2025-02-17,3회차,"128°18'28.4""","36°21'40.2""",12:00,,,,,,,,,,128.3078889,36.36116667
2022A38,낙동강하구언1,2025-02-17,3회차,"128°56'19.78""","35°6'35.54""",14:00,,4.7,14.7,2.6,5.9,5.6,2.834,0.026,3.3,128.9388278,35.10987222
2022A80,낙동강하구언2,2025-02-17,3회차,"128°53'53.61""","35°7'13.8""",14:30,,5.1,14.5,7.3,11,19.2,2.99,0.048,7.9,128.898225,35.1205
2019A80,남강7,2025-02-17,3회차,"128°25'49.1""","35°23'23.28""",11:30,,5.4,14.5,1.9,4.3,3.2,2.554,0.022,2.1,128.4303056,35.3898
1012A20,내린천2,2025-02-17,3회차,"128°11'27.79""","38°3'59.86""",:,,,,,,,,,,128.1910528,38.06662778
1018A52,노량진,2025-02-17,3회차,"126°57'30.58""","37°30'59.45""",10:35,,3.9,12,1.5,3.9,2.6,5.396,0.034,2.7,126.9584944,37.51651389
2014A25,논공,2025-02-17,3회차,"128°24'50.4""","35°44'8.9""",10:30,,,,,,,,,,128.414,35.73580556
2011A55,다사,2025-02-17,3회차,"128°27'24.9""","35°50'33.8""",11:00,,,,,,,,,,128.4569167,35.84272222
1003A47,단성,2025-02-17,3회차,"128°15'4.5""","36°55'52.14""",:,,,,,,,,,,128.25125,36.93115
1004A45,달천6,2025-02-17,3회차,"127°52'39.62""","36°52'59.65""",:,,,,,,,,,,127.8776722,36.88323611
1004A60,달천7,2025-02-17,3회차,"127°53'59.44""","36°56'29.43""",12:42,,3.9,14.1,0.6,2.7,0.9,3.45,0.01,1.8,127.8998444,36.94150833
1004A70,달천8,2025-02-17,3회차,"127°53'22.55""","36°59'18.55""",:,,,,,,,,,,127.8895972,36.98848611
1007A27,대신,2025-02-17,3회차,"127°36'47.7""","37°19'20.8""",:,,,,,,,,,,127.61325,37.32244444
3008A40,대청댐,2025-02-17,3회차,"127°28'35.5""","36°22'16.2""",11:55,,4.8,12.4,0.8,4.3,1.7,1.372,0.006,2.9,127.4765278,36.37116667
2014A70,덕곡,2025-02-17,3회차,"128°21'19.8""","35°35'36.1""",13:00,,,,,,,,,,128.3555,35.59336111
1005A50,덕은리,2025-02-17,3회차,"127°47'46.68""","37°7'36.84""",13:34,,4.7,13.8,0.4,2.9,1.4,2.591,0.006,,127.7963,37.1269
2007A25,도남,2025-02-17,3회차,"128°15'15.12""","36°26'.24""",11:00,,,,,,,,,,128.2542,36.4334
1003A85,목행대교,2025-02-17,3회차,"127°55'7.2""","37°1'10.7""",11:22,,3.9,14.1,0.3,2.6,2,2.522,0.027,,127.9186667,37.01963889
1015A50,묵현천,2025-02-17,3회차,"127°21'1.9""","37°37'44.8""",:,,,,,,,,,,127.3505278,37.62911111
1023A50,문산천4,2025-02-17,3회차,"126°46'33.24""","37°51'29.52""",:,,,,,,,,,,126.7759,37.8582
2022A10,물금,2025-02-17,3회차,"128°58'19.8""","35°18'55""",10:40,,4.2,14.7,1.9,4.5,3.2,2.89,0.023,2.7,128.9721667,35.31527778
2021A60,밀양강4,2025-02-17,3회차,"128°47'38.92""","35°24'41.7""",14:10,,5.5,14.7,2.8,5.6,11.6,1.963,0.045,3,128.7941444,35.41158333
2011A50,백천2,2025-02-17,3회차,"128°21'57.4""","35°52'45.2""",14:10,,6.2,12.5,1.9,4.9,11.6,2.536,0.037,,128.3659444,35.87922222
1015A47,벽계천2,2025-02-17,3회차,"127°22'46.92""","37°38'47.04""",:,,,,,,,,,,127.3797,37.6464
1007A57,복하천6,2025-02-17,3회차,"127°32'33.4""","37°21'50.8""",:,,,,,,,,,,127.5426111,37.36411111
3012A42,부여,2025-02-17,3회차,"126°56'39.9""","36°19'19.5""",10:30,,4.6,14.3,1.6,5.9,3.6,5.021,0.033,4.2,126.9444167,36.32208333
2020A55,삼랑진1,2025-02-17,3회차,"128°47'57.55""","35°21'47.14""",13:20,,4.8,14.4,2.2,4.5,6.4,2.673,0.082,2.7,128.7993194,35.36309444
1015A60,삼봉리,2025-02-17,3회차,"127°20'28.7""","37°35'39.2""",9:45,,3.6,13.6,0.5,2.5,1.8,1.808,0.062,1.5,127.3413056,37.59422222
2009A30,선산,2025-02-17,3회차,"128°20'38.1""","36°14'19.7""",13:00,,,,,,,,,,128.3439167,36.23880556
1006A45,섬강3,2025-02-17,3회차,"127°55'18.48""","37°25'43.68""",:,,,,,,,,,,127.9218,37.4288
1006A80,섬강6,2025-02-17,3회차,"127°44'51.36""","37°14'31.56""",11:05,,4.2,12.6,1.2,4,2.7,5.08,0.044,2.9,127.7476,37.2421
1101A28,성은천,2025-02-17,3회차,"127°8'38.04""","37°5'39.12""",:,,,,,,,,,,127.1439,37.0942
1012A40,소양강2,2025-02-17,3회차,"127°47'24.72""","37°55'44.04""",14:00,,6.3,12.6,0.7,2.2,0.6,1.679,0.005,1.5,127.7902,37.9289
1022A55,신천5,2025-02-17,3회차,"127°4'36.12""","38°0'29.52""",:,,,,,,,,,,127.0767,38.0082
2001A60,안동1,2025-02-17,3회차,"128°45'51.84""","36°34'51.24""",11:50,,5.6,11.2,0.5,4.1,1.6,1.462,0.007,2.4,128.7644,36.5809
2003A10,안동2,2025-02-17,3회차,"128°42'.1""","36°33'1.3""",13:00,,7,11,0.5,4.3,1.6,1.552,0.012,,128.7000278,36.55036111
2003A30,안동3,2025-02-17,3회차,"128°35'43.08""","36°33'8.64""",13:20,,6.8,12,0.5,4.4,0.6,1.943,0.013,2.8,128.5953,36.5524
2003A40,안동4,2025-02-17,3회차,"128°27'46.44""","36°32'23.64""",13:45,,5.3,12,0.5,4.7,0.8,1.912,0.011,,128.4629,36.5399
1018A82,안양천9,2025-02-17,3회차,"126°52'24.24""","37°30'31.32""",:,,,,,,,,,,126.8734,37.5087
2022A25,양산천3,2025-02-17,3회차,"129°0'41.04""","35°17'14.28""",11:40,,8.6,10.5,3.7,7.8,4.8,8.96,0.082,,129.0114,35.2873
1007A44,양화천4,2025-02-17,3회차,"127°34'10.2""","37°20'52.4""",:,,,,,,,,,,127.5695,37.34788889
1007A25,여주1,2025-02-17,3회차,"127°38'52.4""","37°17'48.2""",:,,,,,,,,,,127.6478889,37.29672222
1007A40,여주2,2025-02-17,3회차,"127°34'28.4""","37°21'15.1""",:,,,,,,,,,,127.5745556,37.35419444
3012A05,연기,2025-02-17,3회차,"127°16'15.4""","36°28'40.7""",10:10,,5.7,12.9,2,6.5,5.4,5.331,0.055,4.8,127.2709444,36.47797222
2007A10,영순,2025-02-17,3회차,"128°16'3.72""","36°32'13.92""",12:20,,5,12.7,0.6,4.3,1.2,2.443,0.016,2.3,128.2677,36.5372
1003A05,영월2,2025-02-17,3회차,"128°29'44.9""","37°9'36.8""",14:30,,3.8,13.2,0.3,2,0.7,3.935,0.003,1.4,128.4958056,37.16022222
1003A17,영춘,2025-02-17,3회차,"128°29'7.1""","37°5'7.8""",:,,,,,,,,,,128.4853056,37.0855
1022A35,영평천3,2025-02-17,3회차,"127°8'18.42""","38°1'23.46""",:,,,,,,,,,,127.13845,38.02318333
2003A50,예천1,2025-02-17,3회차,"128°21'54.3""","36°31'40.34""",12:55,,5.8,12.5,0.4,4.6,0.6,2.195,0.013,,128.3650833,36.52787222
2003A60,예천2,2025-02-17,3회차,"128°17'48.61""","36°33'53.72""",12:35,,4.9,12.5,0.5,4.1,0.8,2.831,0.023,,128.2968361,36.56492222
1001A40,오대천3,2025-02-17,3회차,"128°38'58.6""","37°26'19.3""",:,,,,,,,,,,128.6496111,37.43869444
1101A37,오산천2,2025-02-17,3회차,"127°5'18.96""","37°12'59.4""",:,,,,,,,,,,127.0886,37.2165
1101A42,오산천4,2025-02-17,3회차,"127°4'35.04""","37°9'39.96""",:,,,,,,,,,,127.0764,37.1611
1101A47,오산천6,2025-02-17,3회차,"127°3'20.52""","37°7'57.72""",:,,,,,,,,,,127.0557,37.1327
1003A15,옥동천3,2025-02-17,3회차,"128°32'48.8""","37°7'8""",:,,,,,,,,,,128.5468889,37.11888889
1025A51,왕숙천6,2025-02-17,3회차,"127°9'47.88""","37°35'5.28""",:,,,,,,,,,,127.1633,37.5848
2011A30,왜관,2025-02-17,3회차,"128°23'37.32""","36°0'4.68""",11:00,,4.8,13.5,2.2,5.1,3.2,2.781,0.014,3.4,128.3937,36.0013
2017A60,용산,2025-02-17,3회차,"128°22'37.8""","35°26'23.4""",10:40,,5,14.6,1.7,5.1,3.6,3.641,0.019,3.3,128.3771667,35.43983333
2011A52,용암,2025-02-17,3회차,"128°23'31.85""","35°51'18.27""",12:00,,,,,,,,,,128.3921806,35.855075
5001A20,우치,2025-02-17,3회차,"126°53'21.36""","35°14'42.86""",9:30,,5.1,12.6,1.3,4.2,3.4,2.653,0.069,3.7,126.8892667,35.24523889
1005A55,운계천,2025-02-17,3회차,"127°47'49.56""","37°8'45.6""",:,,,,,,,,,,127.7971,37.146
1005A60,원주,2025-02-17,3회차,"127°44'46.03""","37°12'18.38""",:,,,,,,,,,,127.7461194,37.20510556
1013A40,의암댐,2025-02-17,3회차,"127°40'32.3""","37°50'15.1""",11:16,,3.4,13.2,0.1,2.5,0.7,1.812,0.011,1.5,127.6756389,37.83752778
1007A60,이포,2025-02-17,3회차,"127°32'22.9""","37°24'5.8""",11:15,,3.3,14.4,1.4,3.5,3.4,4.13,0.032,2.8,127.5396944,37.40161111
1011A20,인북천1,2025-02-17,3회차,"128°10'58.08""","38°5'18.24""",:,,,,,,,,,,128.1828,38.0884
1021A20,임진강3,2025-02-17,3회차,"127°0'49.56""","38°0'33.92""",:,,,,,,,,,,127.0137667,38.00942222
1023A22,임진강6,2025-02-17,3회차,"126°49'16.32""","37°54'21.07""",:,,,,,,,,,,126.8212,37.90585278
4004A10,적성,2025-02-17,3회차,"127°13'16.57""","35°24'7.77""",9:56,,4.5,13,0.8,2.9,2,2.301,0.025,1.2,127.2212694,35.40215833
1003A71,제천천4,2025-02-17,3회차,"128°3'21.71""","37°5'21.75""",:,,,,,,,,,,128.0560306,37.089375
