"조사년도","조사회차","조사지점","학명","국명","개체밀도"
"2024","2","사이곡천","Nitzschia inconspicua","등침돌말","901"
"2024","1","어곡천1","Achnanthes convergens","땅콩돌말","5119"
"2024","1","어곡천1","Achnanthes minutissima","땅콩돌말","21327"
"2024","1","어곡천1","Cocconeis placentula var. euglypta","낟알돌말","1422"
"2024","1","어곡천1","Cymbella affinis","반달돌말","2275"
"2024","1","어곡천1","Cymbella silesiaca","반달돌말","9384"
"2024","1","어곡천1","Denticula tenuis","밀알돌말","5688"
"2024","1","어곡천1","Diatoma moniliformis","막돌말","1138"
"2024","1","어곡천1","Diatoma vulgaris","막돌말","7394"
"2024","1","어곡천1","Gomphonema clevei","쐐기돌말","3413"
"2024","1","어곡천1","Navicula ventralis","쪽배돌말","1138"
"2024","1","어곡천1","Navicula viridula","쪽배돌말","1138"
"2024","1","어곡천1","Nitzschia dissipata","등침돌말","1138"
"2024","1","어곡천1","Pinnularia gibba","빗살돌말","1138"
"2024","2","어곡천1","Achnanthes laterostrata","땅콩돌말","724"
"2024","2","어곡천1","Achnanthes linearis","땅콩돌말","1086"
"2024","2","어곡천1","Achnanthes minutissima","땅콩돌말","2209"
"2024","2","어곡천1","Cocconeis placentula var. euglypta","낟알돌말","2209"
"2024","2","어곡천1","Cymbella leptoceros","반달돌말","399"
"2024","2","어곡천1","Fragilaria ulna","김발돌말","362"
"2024","2","어곡천1","Gomphonema olivaceum","쐐기돌말","362"
"2024","2","어곡천1","Nitzschia capitellata","등침돌말","326"
"2024","2","어곡천1","Surirella angusta","방패돌말","326"
"2024","1","하일천","Achnanthes convergens","땅콩돌말","2757"
"2024","1","하일천","Achnanthes minutissima","땅콩돌말","1363"
"2024","1","하일천","Amphora inariensis","보리돌말","96"
"2024","1","하일천","Amphora ovalis","보리돌말","96"
"2024","1","하일천","Cocconeis placentula var. euglypta","낟알돌말","666"
"2024","1","하일천","Cymbella silesiaca","반달돌말","222"
"2024","1","하일천","Fragilaria capucina","김발돌말","317"
"2024","1","하일천","Fragilaria capucina var. rumpens","김발돌말","96"
"2024","1","하일천","Fragilaria ulna","김발돌말","222"
"2024","1","하일천","Gomphonema quadripunctatum","쐐기돌말","96"
"2024","1","하일천","Melosira varians","원통돌말","222"
"2024","1","하일천","Navicula viridula","쪽배돌말","96"
"2024","1","하일천","Nitzschia linearis","등침돌말","96"
"2024","2","하일천","Achnanthes convergens","땅콩돌말","684"
"2024","2","하일천","Achnanthes laterostrata","땅콩돌말","402"
"2024","2","하일천","Achnanthes minutissima","땅콩돌말","1045"
"2024","2","하일천","Achnanthes subhudsonis","땅콩돌말","1487"
"2024","2","하일천","Cocconeis placentula var. euglypta","낟알돌말","1407"
"2024","2","하일천","Cymbella minuta","반달돌말","684"
"2024","2","하일천","Diatoma vulgaris","막돌말","362"
"2024","2","하일천","Fragilaria capucina","김발돌말","684"
"2024","2","하일천","Fragilaria crotonensis","김발돌말","643"
"2024","2","하일천","Gomphonema parvulum","쐐기돌말","643"
"2024","2","하일천","Melosira varians","원통돌말","362"
"2024","2","하일천","Nitzschia fonticola","등침돌말","603"
"2024","1","덕천1","Achnanthes convergens","땅콩돌말","301"
"2024","1","덕천1","Achnanthes laterostrata","땅콩돌말","106"
"2024","1","덕천1","Achnanthes minutissima","땅콩돌말","361"
"2024","1","덕천1","Aulacoseira alpigena","대롱돌말","301"
"2024","1","덕천1","Cocconeis placentula var. euglypta","낟알돌말","166"
"2024","1","덕천1","Cyclotella meneghiniana","단추돌말","406"
"2024","1","덕천1","Cymbella leptoceros","반달돌말","106"
"2024","1","덕천1","Cymbella silesiaca","반달돌말","46"
"2024","1","덕천1","Diatoma vulgaris","막돌말","121"
"2024","1","덕천1","Fragilaria capucina var. rumpens","김발돌말","106"
"2024","1","덕천1","Fragilaria construens f. binodis","김발돌말","211"
"2024","1","덕천1","Melosira varians","원통돌말","106"
"2024","1","덕천1","Navicula radiosa","쪽배돌말","46"
"2024","1","덕천1","Navicula viridula","쪽배돌말","121"
"2024","1","덕천1","Nitzschia fonticola","등침돌말","151"
"2024","1","덕천1","Nitzschia frustulum","등침돌말","106"
"2024","1","덕천1","Nitzschia inconspicua","등침돌말","301"
"2024","2","덕천1","Achnanthes convergens","땅콩돌말","1851"
"2024","2","덕천1","Achnanthes laterostrata","땅콩돌말","432"
"2024","2","덕천1","Achnanthes linearis","땅콩돌말","1357"
"2024","2","덕천1","Achnanthes minutissima","땅콩돌말","2282"
"2024","2","덕천1","Achnanthes subhudsonis","땅콩돌말","1851"
"2024","2","덕천1","Aulacoseira alpigena","대롱돌말","432"
"2024","2","덕천1","Cocconeis placentula var. euglypta","낟알돌말","432"
"2024","2","덕천1","Cymbella minuta","반달돌말","432"
"2024","2","덕천1","Diatoma vulgaris","막돌말","926"
"2024","2","덕천1","Fragilaria capucina","김발돌말","926"
"2024","2","덕천1","Nitzschia acicularis","등침돌말","432"
"2024","2","덕천1","Nitzschia fonticola","등침돌말","1357"
"2024","2","덕천1","Nitzschia frustulum","등침돌말","432"
"2024","2","덕천1","Nitzschia sinuata var. tabellaria","등침돌말","432"
"2024","2","덕천1","Surirella linearis","방패돌말","432"
"2024","1","노동천(단양)","Achnanthes convergens","땅콩돌말","776"
"2024","1","노동천(단양)","Achnanthes minutissima","땅콩돌말","528"
"2024","1","노동천(단양)","Cocconeis placentula var. euglypta","낟알돌말","3135"
"2024","1","노동천(단양)","Fragilaria capucina var. rumpens","김발돌말","435"
"2024","1","노동천(단양)","Gomphonema clevei","쐐기돌말","311"
"2024","1","노동천(단양)","Gomphonema olivaceum","쐐기돌말","249"
"2024","1","노동천(단양)","Navicula viridula","쪽배돌말","1025"
"2024","2","노동천(단양)","Achnanthes convergens","땅콩돌말","6000"
"2024","2","노동천(단양)","Achnanthes linearis","땅콩돌말","579"
"2024","2","노동천(단양)","Achnanthes minutissima","땅콩돌말","948"
"2024","2","노동천(단양)","Cocconeis placentula var. euglypta","낟알돌말","5527"
"2024","2","노동천(단양)","Cymbella affinis","반달돌말","316"
"2024","2","노동천(단양)","Melosira varians","원통돌말","316"
"2024","2","노동천(단양)","Nitzschia inconspicua","등침돌말","316"
"2024","1","남조천","Achnanthes convergens","땅콩돌말","3990"
"2024","1","남조천","Achnanthes minutissima","땅콩돌말","1073"
"2024","1","남조천","Asterionella formosa","별돌말","235"
"2024","1","남조천","Cocconeis placentula var. euglypta","낟알돌말","403"
"2024","1","남조천","Cymbella affinis","반달돌말","470"
"2024","1","남조천","Cymbella leptoceros","반달돌말","235"
"2024","1","남조천","Fragilaria capucina var. rumpens","김발돌말","436"
"2024","2","남조천","Achnanthes convergens","땅콩돌말","660"
"2024","2","남조천","Achnanthes linearis","땅콩돌말","300"
"2024","2","남조천","Achnanthes minutissima","땅콩돌말","3780"
"2024","2","남조천","Achnanthes subhudsonis","땅콩돌말","660"
"2024","2","남조천","Cocconeis placentula var. euglypta","낟알돌말","3480"
"2024","2","남조천","Cyclotella atomus","단추돌말","300"
"2024","2","남조천","Cymbella minuta","반달돌말","840"
"2024","2","남조천","Fragilaria capucina","김발돌말","660"
"2024","2","남조천","Gomphonema clevei","쐐기돌말","660"
"2024","2","남조천","Gomphonema olivaceum","쐐기돌말","660"
"2024","2","남조천","Gomphonema parvulum","쐐기돌말","300"
"2024","2","남조천","Gomphonema quadripunctatum","쐐기돌말","360"
"2024","2","남조천","Melosira varians","원통돌말","360"
"2024","2","남조천","Navicula recens","쪽배돌말","840"
"2024","2","남조천","Navicula rhynchocephala","쪽배돌말","300"
"2024","2","남조천","Navicula viridula","쪽배돌말","300"
"2024","2","남조천","Nitzschia fonticola","등침돌말","540"
"2024","1","수산천(제천)","Achnanthes convergens","땅콩돌말","1618"
"2024","1","수산천(제천)","Achnanthes lanceolata","땅콩돌말","1618"
"2024","1","수산천(제천)","Achnanthes minutissima","땅콩돌말","3415"
"2024","1","수산천(제천)","Amphora inariensis","보리돌말","540"
"2024","1","수산천(제천)","Amphora ovalis","보리돌말","540"
"2024","1","수산천(제천)","Cocconeis placentula var. euglypta","낟알돌말","21565"
"2024","1","수산천(제천)","Cymbella silesiaca","반달돌말","1079"
"2024","1","수산천(제천)","Denticula tenuis","밀알돌말","540"
"2024","1","수산천(제천)","Diatoma mesodon","막돌말","540"
"2024","1","수산천(제천)","Diatoma vulgaris","막돌말","1079"
"2024","1","수산천(제천)","Fragilaria capucina","김발돌말","1079"
"2024","1","수산천(제천)","Navicula recens","쪽배돌말","540"
"2024","1","수산천(제천)","Navicula viridula","쪽배돌말","1798"
"2024","1","수산천(제천)","Nitzschia capitellata","등침돌말","540"
"2024","2","수산천(제천)","Achnanthes convergens","땅콩돌말","658"
"2024","2","수산천(제천)","Achnanthes minutissima","땅콩돌말","1334"
"2024","2","수산천(제천)","Aulacoseira alpigena","대롱돌말","339"
"2024","2","수산천(제천)","Cocconeis placentula var. euglypta","낟알돌말","658"
"2024","2","수산천(제천)","Fragilaria capucina","김발돌말","339"
"2024","2","수산천(제천)","Fragilaria ulna","김발돌말","339"
"2024","2","수산천(제천)","Navicula viridula","쪽배돌말","339"
"2024","1","주포천","Achnanthes alteragracillima","땅콩돌말","4570"
"2024","1","주포천","Achnanthes convergens","땅콩돌말","18278"
"2024","1","주포천","Cocconeis placentula","낟알돌말","124"
"2024","1","주포천","Cocconeis placentula var. lineata","낟알돌말","741"
"2024","1","주포천","Cymbella leptoceros","반달돌말","124"
"2024","1","주포천","Gomphonema clevei","쐐기돌말","247"
"2024","1","주포천","Gomphonema quadripunctatum","쐐기돌말","124"
"2024","1","주포천","Navicula gregaria","쪽배돌말","124"
"2024","1","주포천","Nitzschia amphibia","등침돌말","124"
"2024","1","주포천","Nitzschia fonticola","등침돌말","124"
"2024","1","주포천","Reimeria sinuata","고리짝돌말","1482"
"2024","2","주포천","Achnanthes convergens","땅콩돌말","15405"
"2024","2","주포천","Achnanthes exigua","땅콩돌말","690"
"2024","2","주포천","Achnanthes lanceolata","땅콩돌말","920"
"2024","2","주포천","Achnanthes subhudsonis","땅콩돌말","10807"
"2024","2","주포천","Cocconeis placentula","낟알돌말","16785"
"2024","2","주포천","Cocconeis placentula var. euglypta","낟알돌말","4139"
"2024","2","주포천","Fragilaria capucina","김발돌말","1150"
"2024","2","주포천","Fragilaria elliptica","김발돌말","690"
"2024","2","주포천","Gomphonema parvulum","쐐기돌말","3679"
"2024","2","주포천","Navicula cryptotenella","쪽배돌말","460"
"2024","2","주포천","Navicula subminuscula","쪽배돌말","5519"
"2024","1","고암천","Achnanthes convergens","땅콩돌말","10949"
"2024","1","고암천","Achnanthes hungarica","땅콩돌말","3458"
"2024","1","고암천","Achnanthes laterostrata","땅콩돌말","1729"
"2024","1","고암천","Achnanthes minutissima","땅콩돌말","10372"
"2024","1","고암천","Cocconeis placentula var. euglypta","낟알돌말","8644"
"2024","1","고암천","Cymbella silesiaca","반달돌말","1729"
"2024","1","고암천","Diatoma moniliformis","막돌말","1729"
"2024","1","고암천","Diatoma vulgaris","막돌말","1729"
"2024","1","고암천","Fragilaria capucina var. rumpens","김발돌말","5186"
"2024","1","고암천","Fragilaria construens","김발돌말","6915"
"2024","1","고암천","Fragilaria ulna","김발돌말","1729"
"2024","1","고암천","Gomphonema insigne","쐐기돌말","3458"
"2024","1","고암천","Gomphonema olivaceum","쐐기돌말","12101"
"2024","1","고암천","Melosira varians","원통돌말","20744"
"2024","1","고암천","Navicula viridula","쪽배돌말","12101"
"2024","1","고암천","Nitzschia capitellata","등침돌말","6915"
"2024","1","고암천","Nitzschia dissipata","등침돌말","5186"
"2024","1","고암천","Nitzschia inconspicua","등침돌말","3458"
"2024","2","고암천","Achnanthes convergens","땅콩돌말","2175"
"2024","2","고암천","Achnanthes minutissima","땅콩돌말","10252"
"2024","2","고암천","Cocconeis placentula var. euglypta","낟알돌말","2175"
"2024","2","고암천","Cyclotella atomus","단추돌말","4039"
"2024","2","고암천","Diatoma mesodon","막돌말","2175"
"2024","2","고암천","Melosira varians","원통돌말","26405"
"2024","2","고암천","Navicula cryptocephala","쪽배돌말","1864"
"2024","2","고암천","Navicula rhynchocephala","쪽배돌말","9009"
"2024","2","고암천","Nitzschia capitellata","등침돌말","2175"
"2024","2","고암천","Nitzschia frustulum","등침돌말","8077"
"2024","2","고암천","Nitzschia inconspicua","등침돌말","2486"
"2024","2","고암천","Stephanodiscus hantzschii","고리돌기돌말","2175"
"2024","1","미당천(제천)","Achnanthes convergens","땅콩돌말","18536"
"2024","1","미당천(제천)","Achnanthes minutissima","땅콩돌말","3989"
"2024","1","미당천(제천)","Amphora ovalis","보리돌말","470"
"2024","1","미당천(제천)","Amphora pediculus","보리돌말","470"
"2024","1","미당천(제천)","Cocconeis placentula var. euglypta","낟알돌말","470"
"2024","1","미당천(제천)","Cymbella silesiaca","반달돌말","470"
"2024","1","미당천(제천)","Diatoma tenuis","막돌말","470"
"2024","1","미당천(제천)","Fragilaria capucina","김발돌말","1174"
"2024","1","미당천(제천)","Fragilaria capucina var. rumpens","김발돌말","704"
"2024","1","미당천(제천)","Fragilaria construens","김발돌말","17128"
"2024","1","미당천(제천)","Gomphonema parvulum","쐐기돌말","470"
"2024","1","미당천(제천)","Nitzschia capitellata","등침돌말","704"
"2024","1","미당천(제천)","Nitzschia frustulum","등침돌말","1174"
"2024","1","미당천(제천)","Nitzschia inconspicua","등침돌말","939"
"2024","1","미당천(제천)","Reimeria sinuata","고리짝돌말","470"
"2024","2","미당천(제천)","Achnanthes convergens","땅콩돌말","2610"
"2024","2","미당천(제천)","Achnanthes exigua","땅콩돌말","2610"
"2024","2","미당천(제천)","Achnanthes minutissima","땅콩돌말","5591"
"2024","2","미당천(제천)","Diatoma moniliformis","막돌말","7082"
"2024","2","미당천(제천)","Fragilaria berolinensis","김발돌말","2610"
"2024","2","미당천(제천)","Fragilaria capucina","김발돌말","7082"
"2024","2","미당천(제천)","Fragilaria construens","김발돌말","5591"
"2024","2","미당천(제천)","Melosira varians","원통돌말","746"
"2024","2","미당천(제천)","Navicula cryptocephala","쪽배돌말","11182"
"2024","2","미당천(제천)","Navicula decussis","쪽배돌말","2982"
"2024","2","미당천(제천)","Nitzschia capitellata","등침돌말","2610"
"2024","2","미당천(제천)","Nitzschia dissipata","등침돌말","2610"
