조사년도,조사회차,PTNM,학명,국명,개체밀도
2024,2,쌍용천2,Asiagomphus melanopsoides,산측범잠자리,15
2024,2,쌍용천2,Baetis ursinus,방울하루살이,4
2024,2,쌍용천2,Caenis sp.,등딱지하루살이류,30
2024,2,쌍용천2,Ceraclea KUb,나비날도래 KUb,4
2024,2,쌍용천2,Cheumatopsyche KUa,꼬마줄날도래 KUa,12
2024,2,쌍용천2,Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,2,쌍용천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),342
2024,2,쌍용천2,Choroterpes (Euthraulus) altioculus,세갈래하루살이,8
2024,2,쌍용천2,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,쌍용천2,Dugesia sp.,플라나리아류,67
2024,2,쌍용천2,Ecdyonurus levis,네점하루살이,4
2024,2,쌍용천2,Ephemera orientalis,동양하루살이,4
2024,2,쌍용천2,Erpobdella lineata,돌거머리,4
2024,2,쌍용천2,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,2,쌍용천2,Hydropsyche kozhantschikovi,줄날도래,37
2024,2,쌍용천2,Lamelligomphus ringens,노란측범잠자리,26
2024,2,쌍용천2,Limnodrilus gotoi,실지렁이,112
2024,2,쌍용천2,Malacopsephenoides japonicus,개울물삿갓벌레,12
2024,2,쌍용천2,Protohermes xanthodes,노란뱀잠자리,4
2024,2,쌍용천2,Stenelmis sp.,긴다리여울벌레류,30
2024,2,쌍용천2,Teloganopsis punctisetae,등줄하루살이,193
2024,1,연당천,Amphinemura KUa,총채민강도래 KUa,12
2024,1,연당천,Antocha KUa,명주각다귀 KUa,71
2024,1,연당천,Asellus sp.,물벌레류(연갑강),37
2024,1,연당천,Baetiella tuberculata,애호랑하루살이,4
2024,1,연당천,Baetis ursinus,방울하루살이,23
2024,1,연당천,Ceratopogonidae sp.,등에모기류,8
2024,1,연당천,Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,1,연당천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),23
2024,1,연당천,Dugesia sp.,플라나리아류,82
2024,1,연당천,Epeorus pellucidus,부채하루살이,23
2024,1,연당천,Ephemera strigata,무늬하루살이,4
2024,1,연당천,Hydropsyche kozhantschikovi,줄날도래,115
2024,1,연당천,Hydropsyche orientalis,동양줄날도래,4
2024,1,연당천,Hydropsyche valvata,흰점줄날도래,4
2024,1,연당천,Nemoura KUb,민강도래 KUb,30
2024,1,연당천,Ophiogomphus obscurus,측범잠자리,8
2024,1,연당천,Optioservus sp.,작은무늬여울벌레류,8
2024,1,연당천,Stenelmis nipponica,곰보긴다리여울벌레,4
2024,1,연당천,Stenelmis sp.,긴다리여울벌레류,19
2024,1,연당천,Teloganopsis punctisetae,등줄하루살이,37
2024,2,연당천,Anisogomphus maacki,마아키측범잠자리,8
2024,2,연당천,Antocha KUa,명주각다귀 KUa,12
2024,2,연당천,Asellus sp.,물벌레류(연갑강),4
2024,2,연당천,Caenis sp.,등딱지하루살이류,45
2024,2,연당천,Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,2,연당천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),68
2024,2,연당천,Dugesia sp.,플라나리아류,174
2024,2,연당천,Ephemera strigata,무늬하루살이,12
2024,2,연당천,Eubrianax ramicornis,둥근물삿갓벌레,52
2024,2,연당천,Gumaga orientalis,동양털날도래,15
2024,2,연당천,Hydropsyche kozhantschikovi,줄날도래,115
2024,2,연당천,Hydroptilidae sp.,애날도래류,4
2024,2,연당천,Labiobaetis atrebatinus,입술하루살이,4
2024,2,연당천,Lamelligomphus ringens,노란측범잠자리,52
2024,2,연당천,Limnodrilus gotoi,실지렁이,15
2024,2,연당천,Mystacides KUa,청나비날도래 KUa,4
2024,2,연당천,Neocaridina denticulata denticulata,새뱅이,4
2024,2,연당천,Serratella setigera,범꼬리하루살이,8
2024,2,연당천,Stenelmis nipponica,곰보긴다리여울벌레,15
2024,2,연당천,Stenelmis sp.,긴다리여울벌레류,74
2024,2,연당천,Teloganopsis punctisetae,등줄하루살이,8
2024,2,연당천,Zaitzevia sp.,애여울벌레류,8
2024,1,평창강5,Anisogomphus maacki,마아키측범잠자리,15
2024,1,평창강5,Asellus sp.,물벌레류(연갑강),4
2024,1,평창강5,Branchiura sowerbyi,아가미지렁이,4
2024,1,평창강5,Caenis sp.,등딱지하루살이류,19
2024,1,평창강5,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,평창강5,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),189
2024,1,평창강5,Choroterpes (Euthraulus) altioculus,세갈래하루살이,56
2024,1,평창강5,Corbicula (Corbiculina) fluminea,재첩,8
2024,1,평창강5,Dugesia sp.,플라나리아류,52
2024,1,평창강5,Ecdyonurus kibunensis,두점하루살이,115
2024,1,평창강5,Ecdyonurus levis,네점하루살이,160
2024,1,평창강5,Ephemera orientalis,동양하루살이,100
2024,1,평창강5,Limnodrilus gotoi,실지렁이,52
2024,1,평창강5,Macromia manchurica,만주잔산잠자리,4
2024,1,평창강5,Malacopsephenoides japonicus,개울물삿갓벌레,23
2024,1,평창강5,Pisidium coreanum,산골조개,8
2024,1,평창강5,Potamanthellus chinensis,방패하루살이,19
2024,1,평창강5,Potamanthus formosus,작은강하루살이,119
2024,1,평창강5,Procloeon pennulatum,갈고리하루살이,15
2024,1,평창강5,Rhoenanthus coreanus,강하루살이,4
2024,1,평창강5,Serratella setigera,범꼬리하루살이,82
2024,1,평창강5,Stenelmis sp.,긴다리여울벌레류,23
2024,2,평창강5,Alboglossiphonia lata,조개넙적거머리,30
2024,2,평창강5,Baetis fuscatus,개똥하루살이,8
2024,2,평창강5,Branchiura sowerbyi,아가미지렁이,4
2024,2,평창강5,Caenis sp.,등딱지하루살이류,89
2024,2,평창강5,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,2,평창강5,Choroterpes (Euthraulus) altioculus,세갈래하루살이,12
2024,2,평창강5,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,평창강5,Dugesia sp.,플라나리아류,4
2024,2,평창강5,Ecdyonurus kibunensis,두점하루살이,23
2024,2,평창강5,Ecdyonurus levis,네점하루살이,52
2024,2,평창강5,Ephemera orientalis,동양하루살이,30
2024,2,평창강5,Gumaga orientalis,동양털날도래,8
2024,2,평창강5,Labiobaetis atrebatinus,입술하루살이,8
2024,2,평창강5,Limnodrilus gotoi,실지렁이,37
2024,2,평창강5,Nihonogomphus ruptus,고려측범잠자리,8
2024,2,평창강5,Potamanthellus chinensis,방패하루살이,26
2024,2,평창강5,Potamanthus formosus,작은강하루살이,8
2024,2,평창강5,Procloeon pennulatum,갈고리하루살이,23
2024,2,평창강5,Rhoenanthus coreanus,강하루살이,8
2024,2,평창강5,Semisulcospira gottschei,곳체다슬기,15
2024,2,평창강5,Serratella setigera,범꼬리하루살이,23
2024,2,평창강5,Stenelmis sp.,긴다리여울벌레류,45
2024,2,평창강5,Stenelmis vulgaris,긴다리여울벌레,4
2024,1,영월2,Antocha KUa,명주각다귀 KUa,4
2024,1,영월2,Asellus sp.,물벌레류(연갑강),4
2024,1,영월2,Baetis fuscatus,개똥하루살이,4
2024,1,영월2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),23
2024,1,영월2,Dugesia sp.,플라나리아류,37
2024,1,영월2,Ephemera orientalis,동양하루살이,23
2024,1,영월2,Limnodrilus gotoi,실지렁이,8
2024,1,영월2,Malacopsephenoides japonicus,개울물삿갓벌레,4
2024,1,영월2,Micronecta sp.,꼬마물벌레류,19
2024,1,영월2,Potamanthus formosus,작은강하루살이,45
2024,1,영월2,Procloeon pennulatum,갈고리하루살이,4
2024,1,영월2,Rhoenanthus coreanus,강하루살이,4
2024,2,영월2,Asiagomphus melanopsoides,산측범잠자리,8
2024,2,영월2,Baetiella tuberculata,애호랑하루살이,4
2024,2,영월2,Baetis fuscatus,개똥하루살이,115
2024,2,영월2,Caenis sp.,등딱지하루살이류,60
2024,2,영월2,Cheumatopsyche KUa,꼬마줄날도래 KUa,26
2024,2,영월2,Cheumatopsyche brevilineata,꼬마줄날도래,23
2024,2,영월2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),142
2024,2,영월2,Choroterpes (Euthraulus) altioculus,세갈래하루살이,119
2024,2,영월2,Corbicula (Corbiculina) fluminea,재첩,23
2024,2,영월2,Dugesia sp.,플라나리아류,12
2024,2,영월2,Ecdyonurus bajkovae,몽땅하루살이,4
2024,2,영월2,Ecdyonurus kibunensis,두점하루살이,4
2024,2,영월2,Ecdyonurus levis,네점하루살이,149
2024,2,영월2,Epeorus pellucidus,부채하루살이,4
2024,2,영월2,Ephemera orientalis,동양하루살이,34
2024,2,영월2,Ephemerella kozhovi,흰등하루살이,119
2024,2,영월2,Hydropsyche kozhantschikovi,줄날도래,4
2024,2,영월2,Lamelligomphus ringens,노란측범잠자리,4
2024,2,영월2,Limnodrilus gotoi,실지렁이,26
2024,2,영월2,Malacopsephenoides japonicus,개울물삿갓벌레,4
2024,2,영월2,Ophiogomphus obscurus,측범잠자리,8
2024,2,영월2,Potamanthellus chinensis,방패하루살이,12
2024,2,영월2,Potamyia KUb,강줄날도래 KUb,49
2024,2,영월2,Procloeon pennulatum,갈고리하루살이,8
2024,2,영월2,Protohermes xanthodes,노란뱀잠자리,4
2024,2,영월2,Rhoenanthus coreanus,강하루살이,12
2024,2,영월2,Stenelmis nipponica,곰보긴다리여울벌레,4
2024,2,영월2,Stenelmis sp.,긴다리여울벌레류,19
2024,2,영월2,Teloganopsis punctisetae,등줄하루살이,145
2024,1,덕구천,Baetis silvaticus,감초하루살이,1449
2024,1,덕구천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),34
2024,1,덕구천,Cincticostella levanidovae,민하루살이,15
2024,1,덕구천,Dugesia sp.,플라나리아류,23
2024,1,덕구천,Ecdyonurus kibunensis,두점하루살이,4
2024,1,덕구천,Epeorus nipponicus,흰부채하루살이,4
2024,1,덕구천,Epeorus pellucidus,부채하루살이,760
2024,1,덕구천,Hydropsyche orientalis,동양줄날도래,15
2024,2,덕구천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),73
2024,2,덕구천,Dugesia sp.,플라나리아류,26
2024,2,덕구천,Ecdyonurus kibunensis,두점하루살이,93
2024,2,덕구천,Epeorus pellucidus,부채하루살이,4
2024,2,덕구천,Radix auricularia,물달팽이,4
2024,2,덕구천,Semisulcospira libertina,다슬기,8
2024,1,마포천1,Agapetus KUa,큰광택날도래 KUa,4
2024,1,마포천1,Arcynopteryx KUa,큰등그물강도래 KUa,4
2024,1,마포천1,Baetis silvaticus,감초하루살이,26
2024,1,마포천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,마포천1,Cincticostella orientalis,먹하루살이,4
2024,1,마포천1,Drunella aculea,뿔하루살이,4
2024,1,마포천1,Drunella ishiyamana,알통하루살이,30
2024,1,마포천1,Drunella triacantha,삼지창하루살이,15
2024,1,마포천1,Ecdyonurus bajkovae,몽땅하루살이,23
2024,1,마포천1,Ecdyonurus kibunensis,두점하루살이,23
2024,1,마포천1,Epeorus nipponicus,흰부채하루살이,4
2024,1,마포천1,Epeorus pellucidus,부채하루살이,67
2024,1,마포천1,Ephemerella atagosana,알락하루살이,4
2024,1,마포천1,Hexatoma sp.,검정날개각다귀류,8
2024,1,마포천1,Mataeopsephus japonicus,물삿갓벌레,4
2024,1,마포천1,Paraleptophlebia japonica,두갈래하루살이,19
2024,1,마포천1,Rhithrogena japonica,골짜기하루살이,8
2024,1,마포천1,Serratella setigera,범꼬리하루살이,8
2024,1,마포천1,Suragina KUa,긴개울등에 KUa,34
2024,1,마포천1,Sweltsa KUa,녹색강도래 KUa,8
2024,2,마포천1,Baetiella tuberculata,애호랑하루살이,56
2024,2,마포천1,Baetis fuscatus,개똥하루살이,12
2024,2,마포천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),23
2024,2,마포천1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,마포천1,Drunella ishiyamana,알통하루살이,34
2024,2,마포천1,Ecdyonurus dracon,참납작하루살이,8
2024,2,마포천1,Ecdyonurus kibunensis,두점하루살이,108
2024,2,마포천1,Epeorus nipponicus,흰부채하루살이,45
2024,2,마포천1,Epeorus pellucidus,부채하루살이,15
2024,2,마포천1,Ephemera strigata,무늬하루살이,4
2024,2,마포천1,Erpobdella sp.,돌거머리류,4
2024,2,마포천1,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,2,마포천1,Hexatoma sp.,검정날개각다귀류,8
2024,2,마포천1,Hydropsyche kozhantschikovi,줄날도래,4
2024,2,마포천1,Neoperla coreensis,두눈강도래,4
2024,2,마포천1,Rhoenanthus coreanus,강하루살이,4
2024,2,마포천1,Rhyacophila lata,올챙이물날도래,8
2024,2,마포천1,Serratella setigera,범꼬리하루살이,23
2024,2,마포천1,Teloganopsis punctisetae,등줄하루살이,12
2024,1,영춘,Anisogomphus maacki,마아키측범잠자리,8
2024,1,영춘,Baetiella tuberculata,애호랑하루살이,4
2024,1,영춘,Baetis ursinus,방울하루살이,12
2024,1,영춘,Burmagomphus collaris,자루측범잠자리,4
2024,1,영춘,Caenis sp.,등딱지하루살이류,19
2024,1,영춘,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,1,영춘,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),212
2024,1,영춘,Choroterpes (Euthraulus) altioculus,세갈래하루살이,19
2024,1,영춘,Dugesia sp.,플라나리아류,212
2024,1,영춘,Ecdyonurus bajkovae,몽땅하루살이,8
2024,1,영춘,Ecdyonurus kibunensis,두점하루살이,41
2024,1,영춘,Ecdyonurus levis,네점하루살이,141
2024,1,영춘,Epeorus pellucidus,부채하루살이,67
2024,1,영춘,Ephemera orientalis,동양하루살이,30
2024,1,영춘,Hydropsyche kozhantschikovi,줄날도래,4
2024,1,영춘,Limnodrilus gotoi,실지렁이,12
2024,1,영춘,Macromia manchurica,만주잔산잠자리,4
2024,1,영춘,Mystacides KUa,청나비날도래 KUa,4
2024,1,영춘,Ophiogomphus obscurus,측범잠자리,4
2024,1,영춘,Potamanthus formosus,작은강하루살이,49
2024,1,영춘,Semisulcospira gottschei,곳체다슬기,8
2024,1,영춘,Serratella setigera,범꼬리하루살이,49
2024,1,영춘,Stenelmis sp.,긴다리여울벌레류,8
2024,1,영춘,Teloganopsis punctisetae,등줄하루살이,63
2024,2,영춘,Baetis fuscatus,개똥하루살이,4
2024,2,영춘,Caenis sp.,등딱지하루살이류,4
2024,2,영춘,Choroterpes (Euthraulus) altioculus,세갈래하루살이,34
2024,2,영춘,Ecdyonurus levis,네점하루살이,41
2024,2,영춘,Pomacea canaliculata,왕우렁이,26
2024,2,영춘,Protohermes xanthodes,노란뱀잠자리,4
2024,2,영춘,Rhoenanthus coreanus,강하루살이,8
2024,2,영춘,Semisulcospira gottschei,곳체다슬기,15
2024,2,영춘,Serratella setigera,범꼬리하루살이,8
2024,1,사이곡천,Antocha KUa,명주각다귀 KUa,56
2024,1,사이곡천,Baetiella tuberculata,애호랑하루살이,23
2024,1,사이곡천,Baetis fuscatus,개똥하루살이,8
2024,1,사이곡천,Baetis ursinus,방울하루살이,19
2024,1,사이곡천,Cheumatopsyche brevilineata,꼬마줄날도래,137
2024,1,사이곡천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),263
2024,1,사이곡천,Dugesia sp.,플라나리아류,304
2024,1,사이곡천,Ecdyonurus kibunensis,두점하루살이,34
2024,1,사이곡천,Epeorus pellucidus,부채하루살이,126
2024,1,사이곡천,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,1,사이곡천,Hydropsyche kozhantschikovi,줄날도래,12
2024,1,사이곡천,Hydropsyche orientalis,동양줄날도래,4
2024,1,사이곡천,Hydropsyche valvata,흰점줄날도래,8
2024,1,사이곡천,Lepidostoma KUa,네모집날도래 KUa,4
2024,1,사이곡천,Nemoura KUb,민강도래 KUb,4
2024,1,사이곡천,Rhyacophila brevicephala,넓은머리물날도래,4
2024,1,사이곡천,Simulium sp.,먹파리류,12
2024,1,사이곡천,Stenelmis sp.,긴다리여울벌레류,4
2024,1,사이곡천,Teloganopsis punctisetae,등줄하루살이,52
2024,2,사이곡천,Antocha KUa,명주각다귀 KUa,4
2024,2,사이곡천,Baetiella tuberculata,애호랑하루살이,4
2024,2,사이곡천,Baetis fuscatus,개똥하루살이,8
2024,2,사이곡천,Baetis ursinus,방울하루살이,4
2024,2,사이곡천,Caenis sp.,등딱지하루살이류,26
2024,2,사이곡천,Cheumatopsyche KUa,꼬마줄날도래 KUa,23
2024,2,사이곡천,Cheumatopsyche brevilineata,꼬마줄날도래,19
2024,2,사이곡천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),87
2024,2,사이곡천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,26
2024,2,사이곡천,Dugesia sp.,플라나리아류,112
2024,2,사이곡천,Epeorus pellucidus,부채하루살이,12
2024,2,사이곡천,Erpobdella sp.,돌거머리류,8
2024,2,사이곡천,Eubrianax ramicornis,둥근물삿갓벌레,23
2024,2,사이곡천,Gumaga orientalis,동양털날도래,12
2024,2,사이곡천,Hydropsyche kozhantschikovi,줄날도래,19
2024,2,사이곡천,Hydropsyche orientalis,동양줄날도래,4
2024,2,사이곡천,Hydroptila KUa,애날도래 KUa,12
2024,2,사이곡천,Lamelligomphus ringens,노란측범잠자리,8
2024,2,사이곡천,Semisulcospira forticosta,주름다슬기,30
2024,2,사이곡천,Serratella setigera,범꼬리하루살이,52
2024,2,사이곡천,Sieboldius albardae,어리장수잠자리,4
2024,2,사이곡천,Stenelmis nipponica,곰보긴다리여울벌레,8
2024,2,사이곡천,Stenelmis sp.,긴다리여울벌레류,37
2024,2,사이곡천,Teloganopsis punctisetae,등줄하루살이,23
2024,1,어곡천1,Antocha KUa,명주각다귀 KUa,26
2024,1,어곡천1,Baetiella tuberculata,애호랑하루살이,49
2024,1,어곡천1,Baetis ursinus,방울하루살이,26
2024,1,어곡천1,Cheumatopsyche brevilineata,꼬마줄날도래,112
2024,1,어곡천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),41
2024,1,어곡천1,Drunella aculea,뿔하루살이,12
2024,1,어곡천1,Dugesia sp.,플라나리아류,26
2024,1,어곡천1,Ecdyonurus kibunensis,두점하루살이,526
2024,1,어곡천1,Epeorus pellucidus,부채하루살이,112
2024,1,어곡천1,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,1,어곡천1,Hydropsyche kozhantschikovi,줄날도래,12
2024,1,어곡천1,Nigrobaetis bacillus,깜장하루살이,82
2024,1,어곡천1,Teloganopsis punctisetae,등줄하루살이,363
2024,2,어곡천1,Antocha KUa,명주각다귀 KUa,4
2024,2,어곡천1,Baetiella tuberculata,애호랑하루살이,23
2024,2,어곡천1,Baetis fuscatus,개똥하루살이,15
2024,2,어곡천1,Caenis sp.,등딱지하루살이류,4
2024,2,어곡천1,Cheumatopsyche brevilineata,꼬마줄날도래,52
2024,2,어곡천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),27
2024,2,어곡천1,Ecdyonurus kibunensis,두점하루살이,45
2024,2,어곡천1,Eisenia sp.,줄지렁이류,4
2024,2,어곡천1,Epeorus pellucidus,부채하루살이,37
2024,2,어곡천1,Eubrianax ramicornis,둥근물삿갓벌레,67
2024,2,어곡천1,Hydropsyche kozhantschikovi,줄날도래,30
2024,2,어곡천1,Hydropsyche valvata,흰점줄날도래,8
2024,2,어곡천1,Protohermes xanthodes,노란뱀잠자리,49
2024,2,어곡천1,Serratella setigera,범꼬리하루살이,15
2024,2,어곡천1,Stenelmis nipponica,곰보긴다리여울벌레,4
